Biodegradeable,Breastcancer,Clean2,Climate,German_credit,Hepatitis,Ionosphere,Madelon,Uci_imageseg,Uci_parkinsons,Uci_voice,Urbanland,Wine
0.38233270740294173,0.2841203679162862,0.14712213702600632,0.31770247273512553,0.2371214107313127,0.2519629129513125,0.4314860445587935,0.0950792916572364,0.3461305230195668,0.3287498375396332,0.10283505768006866,0.1460809928365974,0.21232154195011368
