dataset,best_solution,union_solution,sfs_intersection_solution,intersection_solution,majority_voting
Biodegradeable,0.10964945461915884,nan,0.20827252296633003,nan,0.14773456599082774
Breastcancer,0.13908548029237694,nan,0.31661101988688184,nan,0.30393496031427064
Clean2,0.03691771840515746,nan,0.12623362580634692,nan,0.11966969202248766
Climate,0.1420470717022443,nan,0.35718938149972596,nan,0.2418919905126803
German_credit,0.04851469216533807,nan,0.19669125621358516,nan,0.08639215409377135
Hepatitis,0.0365798115979604,nan,0.04001411574914301,nan,0.02945716782377396
Ionosphere,0.0954839071979032,nan,0.2708474730888524,nan,0.1642946387621846
Madelon,0.007696965964759284,nan,0.08049240151970004,nan,0.018625210380238007
Uci_imageseg,0.2289891875282074,nan,0.38897828863346107,nan,0.3173205523387014
Uci_parkinsons,0.170928496790566,nan,0.33640891675374407,nan,0.5049221276807484
Uci_voice,0.0028854970995976755,nan,0.12158982967203838,nan,0.018637977036935385
Urbanland,0.016915285503992565,nan,0.1120603764048156,nan,0.06780092454419487
Wine,0.19288829944002334,nan,0.32457117595048696,nan,0.295240200412615
