dataset,best_solution,union_solution,sfs_intersection_solution,intersection_solution,majority_voting
Biodegradeable,0.036758022765301775,0.09311264306473875,0.04992776347107971,0.08352452583552551,0.03728859219265344
Breastcancer,0.04201639994743444,nan,0.08446361429120053,nan,0.04412147239733447
Clean2,0.09728403671308093,0.1570228031268651,0.1468054837446126,0.1774471791218617,0.10111733418061022
Climate,0.20170771756978664,nan,0.35863893450100326,0.7411238825031945,0.22034756431308145
German_credit,0.03606246938846046,0.07055972676012894,0.04868287494237933,0.07724870844209304,0.04117718127950432
Hepatitis,0.0528279511038132,nan,0.13124333823063414,nan,0.08570276265376076
Ionosphere,0.06596511500669716,0.07610466912698141,0.15866919873005078,0.14137931034482712,0.06001953271730145
Madelon,0.015938302999180726,0.013230610056199986,0.16865105561460547,0.07575083083208611,0.019418090340506386
Uci_imageseg,0.1289492409183878,0.3298833290121858,0.21363101239689258,0.48898164952611145,0.12608796896455707
Uci_parkinsons,0.04585543447612415,nan,0.14868081471529745,nan,0.0476151498565292
Uci_voice,0.006308480416904518,0.0633964949986895,0.07077302211815355,0.044160238704881206,0.008295048229609428
Urbanland,0.039598050598460645,0.11388759926392253,0.05343348065144827,0.03346141717187482,0.04269254655340952
Wine,0.08460654288240486,nan,0.1649513704686119,nan,0.17187739463601515
