dataset,run,best_solution,best_solution_size,validation_fitness,F1_test,CAC_test,best_test_fitness,best_solution_test_sensitivity,sfs_solution,sfs_validation_fitness,sfs_test_CAC,sfs_test_F1,sfs_size,sfs_test_sensitivity,no+5fold_solution,no+5fold_validation_fitness,no+5fold_test_CAC,no+5fold_test_F1,no+5fold_size,no+5fold_test_sensitivity
Biodegradeable,0,"1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1",23,0.7926711811163631,0.7333996809460388,0.7386363636363636,0.7333996809460388,0.7752487961476725,"1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1",0.7890500147972773,0.7386363636363636,0.7333996809460388,20,0.7752487961476725,"1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1",0.7890500147972773,0.7386363636363636,0.7333996809460388,24,0.7752487961476725
Biodegradeable,1,"0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0",13,0.8376505527140736,0.7187333530630364,0.7272727272727273,0.7513418153004321,0.7501123595505619,"0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0",0.8029615476474803,0.7234848484848485,0.715210355987055,13,0.747255216693419,"0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0",0.8297310674806138,0.7386363636363636,0.7293112415484062,16,0.7586837881219903
Biodegradeable,2,"1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1",25,0.8162672476397967,0.7778846153846154,0.7878787878787878,0.7635538571769763,0.8041091492776886,"0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1",0.8016826923076923,0.7916666666666666,0.7829174578019645,18,0.8124879614767255,"1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1",0.8082788671023966,0.7765151515151515,0.7685414963964634,26,0.8010593900481542
Biodegradeable,3,"0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0",17,0.774598127539304,0.7524468147453556,0.7575757575757576,0.7343592778928677,0.7950561797752809,"0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0",0.7506493506493507,0.7803030303030303,0.7727920227920227,20,0.806677367576244,"0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0",0.7673872180451128,0.7613636363636364,0.7548602001562339,16,0.7923916532905297
Biodegradeable,4,"1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0",21,0.8266102549220266,0.7843137254901961,0.7954545454545454,0.7452813121871795,0.8070626003210273,"1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0",0.7871194486284175,0.7840909090909091,0.7719136036377415,18,0.7929695024077046,"1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0",0.8141414141414142,0.7992424242424242,0.7879196665403562,21,0.8099197431781702
Biodegradeable,5,"1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1",22,0.8134605193428723,0.7806267806267806,0.7878787878787878,0.738583410997204,0.8151524879614767,"1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1",0.8098066602955231,0.7840909090909091,0.7776300039898922,22,0.8150561797752809,"1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1",0.8098066602955231,0.7840909090909091,0.7776300039898922,24,0.8150561797752809
Biodegradeable,6,"1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0",17,0.794429469901168,0.7799869039823799,0.7878787878787878,0.7363737983456293,0.8123916532905296,"1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0",0.7707097933513027,0.7954545454545454,0.7871984714592788,20,0.8181059390048153,"1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0",0.7835145477737958,0.7916666666666666,0.7829174578019645,16,0.8124879614767255
Biodegradeable,7,"1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1",20,0.8239660971742706,0.7308946877912396,0.7348484848484849,0.7721292934103221,0.7779133226324237,"1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1",0.7693383038210624,0.7424242424242424,0.739493847225447,17,0.7919101123595506,"1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1",0.8129870129870129,0.7310606060606061,0.7267917267917268,17,0.7722953451043338
Biodegradeable,8,"1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1",21,0.7950800095533795,0.7828947368421053,0.7878787878787878,0.7308946877912396,0.8261958266452648,"1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1",0.7878445145544377,0.7878787878787878,0.7828947368421053,22,0.8261958266452648,"1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1",0.794429469901168,0.7954545454545454,0.7901430842607313,24,0.8319101123595505
Biodegradeable,9,"1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1",28,0.774598127539304,0.7848474521018862,0.7916666666666666,0.7628032345013477,0.8207704654895667,"1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1",0.7668256491785903,0.7840909090909091,0.7770237230874095,28,0.8122953451043339,"1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1",0.770424631892346,0.7878787878787878,0.7806267806267806,28,0.8151524879614767
