dataset,best_solution,union_solution,sfs_intersection_solution,intersection_solution,majority_voting
Biodegradeable,0.06034997958872511,0.21882787833017883,0.08715875074369615,0.17493482703322905,0.06188631257420364
Breastcancer,0.052267362267362304,nan,0.11728190710949339,nan,0.08499980224118153
Clean2,0.09596500938364129,0.7357173891365826,0.1686758633473288,nan,0.13444365923524138
Climate,0.19097336252508676,nan,0.40903849662470365,0.7666666666666684,0.25696496989600426
German_credit,0.05094337247846277,nan,0.08418139085335637,nan,0.07922572930546701
Hepatitis,0.059313225592717456,nan,0.13729414532499806,nan,0.10674804828162358
Ionosphere,0.06534285525157739,0.09368888905400061,0.13604740049973313,nan,0.08042544132300725
Madelon,0.013159272543357607,nan,0.6473652731671412,nan,0.02662117521815579
Uci_imageseg,0.14482556967130464,0.3051480713277447,0.2094030574520595,0.5460193587416797,0.13961772246708726
Uci_parkinsons,0.05036829709243506,nan,0.14921431059362103,nan,0.05060340681030334
Uci_voice,0.007868753565511297,nan,0.07632248565603314,nan,0.013333252106447556
Urbanland,0.03606114999696477,nan,0.1632402293545421,nan,0.07150548036947393
Wine,0.061355732390215065,nan,0.19401709401709427,nan,0.1580901856763924
