dataset,best_solution,union_solution,sfs_intersection_solution,intersection_solution,majority_voting
Biodegradeable,0.01055043828690673,0.04138297800082034,0.02987635741590985,0.03710552012494222,0.012603085116963618
Breastcancer,0.015914430397189025,0.030845897397621513,0.024375873168976627,0.04645527524837862,0.01818304301062918
Clean2,0.025474595938223814,0.02615765811050938,0.029688743673718813,0.02685547916675081,0.025933513332715364
Climate,0.15389527458492974,nan,0.3358000364896916,nan,0.1629492793285897
German_credit,0.022386369130273892,0.03292014081768727,0.021664987808419776,0.0393379690163646,0.022248392192891115
Hepatitis,0.039320523531049874,nan,0.095237279021308,nan,0.044038976752225414
Ionosphere,0.03027523092938913,0.04640787654986441,0.10270331126314897,0.07607268961224328,0.030598482540673218
Madelon,0.006677003723736427,0.007028506299581332,0.007248538965553942,0.007127401830498634,0.00683083561100209
Uci_imageseg,0.08762783395269787,0.2934828450436428,0.18540906864863296,0.39248235531357056,0.08853369054820961
Uci_parkinsons,0.03671700585493686,0.2318122107777279,0.0878796171899621,0.19637060257749878,0.028894776998225284
Uci_voice,-0.0005128602646041228,0.0023985196609268905,0.007298486704825186,0.00264305388323803,-0.00014985037362142298
Urbanland,0.012333070298663538,0.02172649382104522,0.016581243706795354,0.014380285257503905,0.012638293047823103
Wine,0.05729737695254934,nan,0.141429413498379,nan,0.08232832301797838
