Biodegradeable,Breastcancer,Clean2,Climate,German_credit,Hepatitis,Ionosphere,Madelon,Uci_imageseg,Uci_parkinsons,Uci_voice,Urbanland,Wine
0.4896068828173006,0.38079336691405624,0.5185706293940796,0.3895811591558714,0.5017018780139664,0.3765107100445876,0.4397209542454642,0.5128452512737148,0.4023700166764288,0.3317186174829854,0.363294597539703,0.5198712171235443,0.24304253855978
