dataset,best_solution,union_solution,sfs_intersection_solution,intersection_solution,majority_voting
Biodegradeable,0.08774488424178435,0.20638222709290824,0.1504385867736447,0.24264720374476487,0.10329420706809408
Breastcancer,0.04258875224392469,nan,0.07958843838154198,nan,0.07757233826199345
Clean2,0.07929524844576305,nan,0.11775385697906658,nan,0.1462840595994958
Climate,0.28514869549352234,nan,0.4619138843276777,0.738697318007659,0.4007243203794928
German_credit,0.0780660750354699,nan,0.2009815714617714,nan,0.10866834725853054
Hepatitis,0.15270556659848852,nan,0.29726701812001316,nan,0.19924984875983082
Ionosphere,0.10764955951568525,nan,0.1591101220918665,nan,0.1355178320289883
Madelon,0.008264699362759538,nan,0.4996461762556464,nan,0.026150286572507103
Uci_imageseg,0.17264929565292553,0.39074410163339185,0.27865919588242666,0.5457148618673101,0.2679541286165602
Uci_parkinsons,0.09417947952430697,nan,0.3034194158332086,nan,0.15958020268365095
Uci_voice,0.019052577273038558,nan,0.24274851358833574,nan,0.034739067720237965
Urbanland,0.033601919732996595,nan,0.17127574312434474,nan,0.0817149587689866
Wine,0.08723253757736518,nan,0.22930445033893315,nan,0.155128205128205
