dataset,run,best_solution,best_solution_size,validation_fitness,F1_test,CAC_test,best_test_fitness,best_solution_test_sensitivity,sfs_solution,sfs_validation_fitness,sfs_test_CAC,sfs_test_F1,sfs_size,sfs_test_sensitivity,no+5fold_solution,no+5fold_validation_fitness,no+5fold_test_CAC,no+5fold_test_F1,no+5fold_size,no+5fold_test_sensitivity
Biodegradeable,0,"0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0",22,0.7920796493052975,0.7414529914529915,0.75,0.7548966756513926,0.772776886035313,"0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0",0.7842335983356861,0.7651515151515151,0.7556723190828756,17,0.7842054574638844,"1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0",0.7920796493052975,0.7537878787878788,0.7450033434876291,25,0.7756340288924558
Biodegradeable,1,"1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0",14,0.8793475691434876,0.7961389961389962,0.8143939393939394,0.8239217429968875,0.8020224719101123,"1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0",0.8279348237968928,0.7992424242424242,0.7894261591945461,10,0.8154414125200642,"1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0",0.8716577540106951,0.8257575757575758,0.8100125156445557,13,0.8188764044943819
Biodegradeable,2,"1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0",17,0.8832153690596561,0.7611299400371127,0.7765151515151515,0.7443718228031955,0.7762118780096308,"1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0",0.8407547753460676,0.7689393939393939,0.7576414285069304,18,0.7815409309791332,"1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0",0.8665318503538928,0.7765151515151515,0.7647662916257645,20,0.787255216693419
Biodegradeable,3,"1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0",13,0.8640258463267313,0.8331648129423661,0.8484848484848485,0.8259082613829803,0.8387800963081862,"1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0",0.8358181359778132,0.8598484848484849,0.8369146005509642,8,0.8252648475120385,"1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0",0.8536469470182941,0.8409090909090909,0.8199883109292812,11,0.8165008025682183
Biodegradeable,4,"1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0",23,0.8162672476397967,0.7757209926224011,0.7840909090909091,0.774294670846395,0.8067736757624397,"1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0",0.8016826923076923,0.7765151515151515,0.7685414963964634,13,0.8010593900481542,"1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0",0.8162672476397967,0.7840909090909091,0.7757209926224011,23,0.8067736757624397
Biodegradeable,5,"0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0",16,0.8550974642056236,0.8447870394564932,0.8636363636363636,0.7635538571769763,0.8391653290529695,"1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0",0.8620099786172488,0.8598484848484849,0.8418777822743828,13,0.8390690208667737,"0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0",0.8339622641509434,0.7916666666666666,0.7842335983356861,20,0.8180096308186195
Biodegradeable,6,"1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0",24,0.845175628125193,0.8075684869100407,0.8181818181818182,0.8164812942366027,0.8297271268057784,"1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0",0.7662156073764506,0.8106060606060606,0.7962837212173591,12,0.8102086677367576,"1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0",0.834793491864831,0.8068181818181818,0.7959226979916635,17,0.8183948635634029
Biodegradeable,7,"1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1",22,0.8684286037906819,0.7554657060942438,0.7613636363636364,0.7814799765226421,0.7951524879614766,"1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0",0.8302570294980163,0.7803030303030303,0.7721292934103221,9,0.803916532905297,"1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0",0.8614729304278042,0.7575757575757576,0.7506493506493507,14,0.7867736757624398
Biodegradeable,8,"0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1",19,0.7980531265467743,0.7828947368421053,0.7878787878787878,0.7757209926224011,0.8261958266452648,"0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0",0.760695445426852,0.7765151515151515,0.7729677729677731,10,0.8231460674157304,"0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0",0.7930410661520835,0.7992424242424242,0.7937712794965142,23,0.8347672552166934
Biodegradeable,9,"0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0",20,0.8254807692307693,0.7901336413133146,0.7992424242424242,0.7477907809887747,0.8182022471910113,"0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0",0.8046364116891943,0.8181818181818182,0.8089609841403848,17,0.8352487961476724,"0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0",0.8199317923455856,0.8181818181818182,0.8082788671023966,18,0.8324879614767255
