Biodegradeable,Breastcancer,Clean2,Climate,German_credit,Hepatitis,Ionosphere,Madelon,Uci_imageseg,Uci_parkinsons,Uci_voice,Urbanland,Wine
12.266666666666667,3.7333333333333334,33.06666666666667,1.7,20.533333333333335,2.6666666666666665,6.8,70.4,2.033333333333333,4.133333333333334,17.066666666666666,33.36666666666667,0.06666666666666667
