Biodegradeable,Breastcancer,Clean2,Climate,German_credit,Hepatitis,Ionosphere,Madelon,Uci_imageseg,Uci_parkinsons,Uci_voice,Urbanland,Wine
0.8471701736765308,0.9703415655170241,0.9423026554535272,0.6920713076607179,0.6561600378633863,0.703824186244418,0.875390490445207,0.6045118839541687,0.8280477663364112,0.8513593803071088,0.7906883907587342,0.7747403941525558,0.9412624011963401
