dataset,run,best_solution,best_solution_size,validation_fitness,F1_test,CAC_test,best_test_fitness,best_solution_test_sensitivity,sfs_solution,sfs_validation_fitness,sfs_test_CAC,sfs_test_F1,sfs_size,sfs_test_sensitivity,no+5fold_solution,no+5fold_validation_fitness,no+5fold_test_CAC,no+5fold_test_F1,no+5fold_size,no+5fold_test_sensitivity
Biodegradeable,0,"0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0",20,0.8988505747126436,0.8302570294980163,0.8446969696969697,0.8302570294980163,0.8386837881219904,"1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0",0.8753399006757308,0.8598484848484849,0.8444759342111547,21,0.8473515248796147,"0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0",0.8977272727272727,0.8333333333333334,0.8182728410513141,18,0.8273515248796148
Biodegradeable,1,"1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1",18,0.8971361776738749,0.8016723281944083,0.8257575757575758,0.8295454545454546,0.7967897271268057,"1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1",0.8813483146067416,0.8333333333333334,0.8114163257354374,19,0.8080256821829855,"1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1",0.8931606636989073,0.8257575757575758,0.8016723281944083,20,0.7967897271268057
Biodegradeable,2,"1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1",27,0.9022647158240379,0.808139534883721,0.8257575757575758,0.8696960529877242,0.8133547351524879,"0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0",0.8826144953312584,0.8446969696969697,0.8294224253407927,26,0.8359229534510433,"1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0",0.8943509788541883,0.8333333333333334,0.8164812942366027,26,0.8218298555377207
Biodegradeable,3,"1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0",19,0.8667426524464708,0.823756411300171,0.8446969696969697,0.8597711140084021,0.8193579454253612,"1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0",0.818283683629204,0.8522727272727273,0.832353659529431,16,0.8278330658105939,"1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0",0.851272393645275,0.8333333333333334,0.8125,20,0.8107865168539325
Biodegradeable,4,"1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1",20,0.8581454042172109,0.8247834884662081,0.8446969696969697,0.8389727126805778,0.8221187800963081,"1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1",0.842857142857143,0.8484848484848485,0.8295454545454546,16,0.8277367576243981,"1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1",0.8525139664804469,0.8484848484848485,0.8295454545454546,18,0.8277367576243981
Biodegradeable,5,"1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1",23,0.8892045454545454,0.8525139664804469,0.8712121212121212,0.8333306353702954,0.8448796147672553,"1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0",0.8852672750977836,0.8674242424242424,0.8486412108703131,20,0.8420224719101124,"1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1",0.8892045454545454,0.8712121212121212,0.8525139664804469,22,0.8448796147672553
Biodegradeable,6,"1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0",24,0.8988505747126436,0.8430538172715896,0.8560606060606061,0.8597711140084021,0.852776886035313,"1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0",0.8949161717642937,0.8598484848484849,0.8475441307299714,20,0.8583948635634029,"1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1",0.8988505747126436,0.8598484848484849,0.8468173193030878,25,0.8556340288924558
Biodegradeable,7,"1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1",24,0.8988505747126436,0.8050722311396469,0.8257575757575758,0.851272393645275,0.8050722311396469,"1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0",0.8943509788541883,0.821969696969697,0.8024424029168722,21,0.804975922953451,"1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1",0.8982985553772072,0.821969696969697,0.8024424029168722,25,0.804975922953451
Biodegradeable,8,"0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1",17,0.8846135167948199,0.8294224253407927,0.8446969696969697,0.7934918648310387,0.8359229534510433,"0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0",0.8612893467288678,0.8598484848484849,0.8436394487041988,18,0.8445906902086677,"0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1",0.8721590909090909,0.8598484848484849,0.8436394487041988,17,0.8445906902086677
Biodegradeable,9,"0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0",23,0.8468173193030878,0.8302570294980163,0.8446969696969697,0.8567049808429119,0.8386837881219904,"0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0",0.8422939068100359,0.8446969696969697,0.8294224253407927,23,0.8359229534510433,"0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0",0.846064139941691,0.8446969696969697,0.8294224253407927,25,0.8359229534510433
