Biodegradeable,Breastcancer,Clean2,Climate,German_credit,Hepatitis,Ionosphere,Madelon,Uci_imageseg,Uci_parkinsons,Uci_voice,Urbanland,Wine
0.8150988763760537,0.9667904613804948,0.9461084086812636,0.7279997510332549,0.6199984541340962,0.7280819939703875,0.9115854518262075,0.5682582130430412,0.8867207958707959,0.8823931668697075,0.761175459770978,0.7722608076199946,0.9507996773205739
