Biodegradeable,Breastcancer,Clean2,Climate,German_credit,Hepatitis,Ionosphere,Madelon,Uci_imageseg,Uci_parkinsons,Uci_voice,Urbanland,Wine
0.5908952992157336,0.49964235445269817,0.6980607927553837,0.4025085750775404,0.6131869786025237,0.42057238242477174,0.5826613424326398,0.6765055449853729,0.4386699171299889,0.4483685486501578,0.6685089611845917,0.6297767965401501,0.33846998722860777
