Biodegradeable,Breastcancer,Clean2,Climate,German_credit,Hepatitis,Ionosphere,Madelon,Uci_imageseg,Uci_parkinsons,Uci_voice,Urbanland,Wine
0.005685304321707916,0.007561598413804063,0.002853926641857857,0.06926844292778905,0.012628899239412463,0.10465812951045704,0.014449460761701718,0.01005860570204503,0.020328053567246873,0.020744816332532136,0.021809439104109523,0.010567359791328116,0.02282098629951613
