Biodegradeable,Breastcancer,Clean2,Climate,German_credit,Hepatitis,Ionosphere,Madelon,Uci_imageseg,Uci_parkinsons,Uci_voice,Urbanland,Wine
0.7491531982330231,0.9612953289996197,0.7627877384774895,0.7135488545426676,0.6413073628798156,0.7293167686252845,0.8905839735331903,0.5919152584695906,0.8227372315592015,0.6918475162348591,0.6158303941277616,0.8226048181032498,0.9535839975192225
