dataset,run,best_solution,best_solution_size,validation_fitness,F1_test,CAC_test,best_test_fitness,best_solution_test_sensitivity,majority_voting,majority_voting_validation_fitness,majority_voting_test_CAC,majority_voting_test_F1,majority_voting_size,majority_voting_test_sensitivity,sfs_intersection_solution,sfs_intersection_validation_fitness,sfs_intersection_test_CAC,sfs_intersection_test_F1,sfs_intersection_size,sfs_intersection_test_sensitivity,duration,intersection_solution,intersection_validation_fitness,intersection_test_CAC,intersection_test_F1,intersection_size,intersection_test_sensitivity,union_solution,union_validation_fitness,unions_test_CAC,unions_test_F1,union_size,union_test_sensitivity
Biodegradeable,0,"1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0",17,0.9102549575070822,0.8028443405415936,0.8257575757575758,0.8239217429968875,0.7995505617977527,"1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0",0.9067736757624398,0.8295454545454546,0.8065619148416511,20,0.8024077046548956,"1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0",0.8858990571625235,0.8295454545454546,0.8108491091757288,18,0.8134510433386838,0.7971737384796143,"1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0",0.8988505747126436,0.8257575757575758,0.8050722311396469,12,0.8050722311396469,"1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1",0.8865094655054373,0.8257575757575758,0.808139534883721,25,0.8133547351524879
Biodegradeable,1,"0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0",23,0.9017078106029948,0.7675721534792143,0.7916666666666666,0.8333306353702954,0.768314606741573,"0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0",0.9017078106029948,0.7954545454545454,0.7711717495987159,20,0.7711717495987159,"0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0",0.9011316453635105,0.7992424242424242,0.7747839103771308,19,0.7740288924558587,0.5981364250183105,"0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0",0.8912165614544016,0.7992424242424242,0.7760240751708793,17,0.7767897271268058,"0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0",0.8977272727272727,0.7954545454545454,0.7711717495987159,26,0.7711717495987159
Biodegradeable,2,"1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0",18,0.90625,0.8415065722952477,0.8560606060606061,0.8406911008067077,0.847255216693419,"1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1",0.90625,0.8409090909090909,0.8239217429968875,17,0.8275441412520064,"1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1",0.90625,0.8560606060606061,0.8415065722952477,19,0.847255216693419,0.617150068283081,"1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0",0.9022647158240379,0.8371212121212122,0.8201948206224756,13,0.8246869983948636,"1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1",0.8977272727272727,0.8257575757575758,0.808139534883721,23,0.8133547351524879
Biodegradeable,3,"1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1",20,0.9033228780231504,0.8041898106179228,0.8295454545454546,0.823756411300171,0.7968860353130016,"1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1",0.9033228780231504,0.8295454545454546,0.8041898106179228,21,0.7968860353130016,"1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0",0.8949161717642937,0.8333333333333334,0.807936507936508,16,0.7997431781701445,0.868199348449707,"1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0",0.8678347934918648,0.821969696969697,0.7979646666123912,12,0.793932584269663,"1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1",0.8735632183908046,0.8371212121212122,0.8104683195592286,26,0.7998394863563403
Biodegradeable,4,"1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1",19,0.8858990571625235,0.8192558154345854,0.8371212121212122,0.826735605320869,0.8219261637239166,"1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1",0.8858990571625235,0.8409090909090909,0.8229885057471265,19,0.8247833065810595,"1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1",0.8858990571625235,0.8409090909090909,0.8239217429968875,17,0.8275441412520064,0.44610166549682617,"1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1",0.8858990571625235,0.8295454545454546,0.809831761937539,14,0.8106902086677368,"1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1",0.8858990571625235,0.8446969696969697,0.8276625216934419,21,0.8304012841091493
Biodegradeable,5,"1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0",21,0.8870990734141126,0.8611896155110088,0.8787878787878788,0.8360692279522983,0.8533547351524879,"1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1",0.8870990734141126,0.8787878787878788,0.8611896155110088,22,0.8533547351524879,"1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0",0.8832153690596561,0.875,0.8572902845348667,20,0.850497592295345,0.6761441230773926,"1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0",0.8870990734141126,0.875,0.8572902845348667,18,0.850497592295345,"1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1",0.8870990734141126,0.8825757575757576,0.865108536203458,28,0.8562118780096308
Biodegradeable,6,"1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0",25,0.9102549575070822,0.8671948688926618,0.8787878787878788,0.8436394487041988,0.8754414125200642,"1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0",0.9102549575070822,0.8787878787878788,0.8671948688926618,25,0.8754414125200642,"1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0",0.9102549575070822,0.8787878787878788,0.8671948688926618,23,0.8754414125200642,0.7191624641418457,"1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0",0.8858990571625235,0.8787878787878788,0.8684521955777016,17,0.8809630818619583,"1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0",0.9102549575070822,0.8787878787878788,0.8671948688926618,27,0.8754414125200642
Biodegradeable,7,"1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0",17,0.9351319475158484,0.8398467432950192,0.8560606060606061,0.851272393645275,0.8417335473515248,"1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0",0.9351319475158484,0.8560606060606061,0.8398467432950192,17,0.8417335473515248,"1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0",0.9314241184492499,0.8371212121212122,0.8219768845954804,16,0.8302086677367576,0.7911791801452637,"1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0",0.9264828738512948,0.8409090909090909,0.8220224719101124,12,0.8220224719101124,"1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1",0.9277608769134191,0.8333333333333334,0.8191217689193397,25,0.8301123595505617
Biodegradeable,8,"1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0",22,0.8931606636989073,0.8482758620689654,0.8636363636363636,0.8444759342111547,0.8502086677367576,"1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0",0.8931606636989073,0.8636363636363636,0.8482758620689654,23,0.8502086677367576,"1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0",0.8799922072861874,0.875,0.8597711140084021,21,0.8587800963081862,1.0692505836486816,"1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0",0.8659393581994201,0.8825757575757576,0.8689952137791934,12,0.870016051364366,"1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1",0.8792788084661616,0.8598484848484849,0.8427736732821478,29,0.8418298555377207
Biodegradeable,9,"0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1",27,0.8781027592465808,0.8526785714285714,0.8636363636363636,0.8658451375214381,0.8667736757624398,"0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1",0.8742298164263482,0.8560606060606061,0.8444940476190477,25,0.8582985553772071,"0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1",0.8520913703958637,0.8522727272727273,0.8393032729315915,22,0.8499197431781701,1.136246681213379,"0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0",0.8415065722952477,0.8636363636363636,0.8505942275042445,13,0.8584911717495987,"0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1",0.8658451375214381,0.8674242424242424,0.8564481799679959,31,0.8696308186195827
Biodegradeable,10,"1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1",24,0.9157088122605364,0.801379840245874,0.821969696969697,0.8125,0.8022150882825041,"1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1",0.9152487961476725,0.8295454545454546,0.8087787918296393,25,0.8079293739967898,"1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0",0.9147727272727273,0.8257575757575758,0.8050722311396469,22,0.8050722311396469,0.9682221412658691,"1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0",0.8774471354708584,0.8068181818181818,0.7844759968625442,18,0.7852648475120385,"1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1",0.910763436187165,0.8181818181818182,0.7965971107544141,32,0.7965971107544141
Biodegradeable,11,"0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1",25,0.8909991742361685,0.7616535994297933,0.7840909090909091,0.8360692279522983,0.7653611556982343,"0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1",0.8909991742361685,0.7840909090909091,0.7616535994297933,24,0.7653611556982343,"0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0",0.8528826404700113,0.8068181818181818,0.782047753945771,13,0.7797431781701445,1.493337631225586,"0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0",0.8427736732821478,0.7992424242424242,0.7735006070416836,8,0.7712680577849117,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1",0.8452839154193394,0.7916666666666666,0.770016631028748,34,0.7738362760834672
Biodegradeable,12,"0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1",23,0.905230135318631,0.8026782933665525,0.8181818181818182,0.8385371744005521,0.8131621187800964,"0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1",0.905230135318631,0.8181818181818182,0.8026782933665525,22,0.8131621187800964,"0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1",0.8748736097067745,0.8181818181818182,0.8017521902377972,18,0.8104012841091492,1.110243797302246,"0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1",0.8482758620689654,0.7992424242424242,0.7772222841403028,12,0.7795505617977527,"0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1",0.884895671130489,0.8068181818181818,0.7917562446833192,30,0.8045906902086677
