Biodegradeable,Breastcancer,Clean2,Climate,German_credit,Hepatitis,Ionosphere,Madelon,Uci_imageseg,Uci_parkinsons,Uci_voice,Urbanland,Wine
12.533333333333333,5.166666666666667,67.36666666666666,1.9666666666666666,21.8,3.5,7.833333333333333,243.56666666666666,2.4,3.1,53.9,67.33333333333333,0.4
