Biodegradeable,Breastcancer,Clean2,Climate,German_credit,Hepatitis,Ionosphere,Madelon,Uci_imageseg,Uci_parkinsons,Uci_voice,Urbanland,Wine
13.8,9.066666666666666,74.7,2.1333333333333333,22.233333333333334,4.3,10.566666666666666,243.86666666666667,4.566666666666666,5.666666666666667,35.13333333333333,65.96666666666667,0.9
