Biodegradeable,Breastcancer,Clean2,Climate,German_credit,Hepatitis,Ionosphere,Madelon,Uci_imageseg,Uci_parkinsons,Uci_voice,Urbanland,Wine
0.35788048105888437,0.24737052577052548,0.16082637203708383,0.3506774538386779,0.28530873240461213,0.31404182849413753,0.3506964214279336,0.10885292939564796,0.3071005745656657,0.3325589225589217,0.12642048165051556,0.17006970271761063,nan
