dataset,wrapper_duration,archive_duration,archive_aggregation_duration
Biodegradeable,137.98297476768494,134.32714365323383,1.1415318409601847
Breastcancer,58.806036845842996,57.4402620156606,0.407825509707133
Clean2,3541.879924917221,3409.1991340001423,137.3793559630712
Climate,55.0771652619044,53.885101501146956,0.1869877815246582
German_credit,167.0665675719579,162.36044178009033,2.7435218969980877
Ionosphere,66.94680043856303,65.41663601398469,0.3652212540308634
Madelon,7834.904442604383,7341.533259876569,172.10588603814443
Uci_imageseg,73.7765277783076,72.24039413134257,0.18907570044199626
Uci_parkinsons,64.38002465566,62.9741983572642,0.17616665363311768
Uci_voice,74.7772168080012,71.51866174538931,3.086193251609802
Urbanland,229.1252357562383,221.28788275718688,4.985919197400411
Wine,61.38376276493072,60.15002620220184,0.1338633139928182

