dataset,wrapper_duration,archive_duration,archive_aggregation_duration
Biodegradeable,39.948127857844035,36.010339180628456,1.1597278912862141
Breastcancer,22.382806253433227,20.21708124478658,0.6722521305084228
Clean2,984.3737438678742,798.6452316045761,44.79171779155731
Climate,20.25948509375254,18.411108128229777,0.45133342742919924
German_credit,49.93565017382304,44.56976772149404,1.3716116348902385
Ionosphere,15.825986520449321,14.277001865704854,0.5555924495061239
Madelon,1002.8549116611481,470.08138001759846,232.626855635643
Uci_imageseg,10.831601516405742,9.838307539621988,0.2809630791346232
Uci_parkinsons,10.766761906941731,9.765498860677083,0.30106753508249917
Uci_voice,13.979399816195171,9.203783814112345,2.564615170160929
Urbanland,40.728552182515465,33.27061038812001,1.7801701863606771
Wine,10.026722701390584,9.128628102938334,0.2247186581293742

