dataset,wrapper_duration,archive_duration,archive_aggregation_duration
Biodegradeable,228.059255305926,221.94217081069945,1.240947469075521
Breastcancer,128.78549902439119,125.54221827189127,0.7276311000188191
Clean2,4216.135697412491,4060.955861902237,99.19628241856893
Climate,117.6305559794108,114.80563594500224,0.42875903447469077
German_credit,248.54085551897685,241.38090568383535,2.6758721748987835
Ionosphere,112.41202946503957,109.6920726219813,0.525017507870992
Madelon,6102.398780544599,5706.717222380638,61.93526899814606
Uci_imageseg,102.03148128986359,99.73413057327271,0.17474241256713868
Uci_parkinsons,98.04079686800638,95.80872628688812,0.2567674477895101
Uci_voice,107.53711191018422,102.5957708756129,4.369131112098694
Urbanland,296.6838058312734,286.45440831184385,5.068167312939962
Wine,91.47901538213094,89.4227754831314,0.1965574900309245

