dataset,wrapper_duration,archive_duration,archive_aggregation_duration
Biodegradeable,374.2819545110067,360.20870568752287,0.7805790424346923
Breastcancer,175.62262221972148,169.1977381547292,0.42653038501739504
Clean2,13664.233200565974,12711.234899886449,28.04745589097341
Climate,162.16326332092285,156.72930699984232,0.318172025680542
German_credit,414.8567543188731,397.25308964252474,1.0833799600601197
Ionosphere,115.78052310943603,111.34746555487315,0.3171051502227783
Madelon,7679.02402698199,6336.381113942464,49.09272683461507
Uci_imageseg,97.18766451676687,93.82763758500417,0.1602367083231608
Uci_parkinsons,96.19906976222993,92.83460154533387,0.17177175680796306
Uci_voice,115.0851748307546,101.01351735591888,0.6768540620803833
Urbanland,338.42672533194224,316.24175163110095,1.0007270097732544
Wine,87.55827063719431,84.62882534662883,0.1491341511408488

