dataset,wrapper_duration,archive_duration,archive_aggregation_duration
Biodegradeable,251.31874855359396,244.45975193977355,0.7835434118906657
Breastcancer,132.90213661988577,129.52155311107634,0.7025927225748698
Clean2,5787.922854471207,5569.2706396182375,102.69167335033417
Climate,120.73932791550955,117.80003015995025,0.4085266510645548
German_credit,258.22829813162485,250.7557899872462,1.4219885349273682
Ionosphere,110.2293630361557,107.47506713072458,0.465372625986735
Madelon,6313.209398214022,5896.832653315862,152.83292280038197
Uci_imageseg,102.3430288553238,100.01352032820384,0.22048238118489583
Uci_parkinsons,99.26077872117361,96.95219628810882,0.2482923984527588
Uci_voice,105.73304948806762,100.88265476226806,4.026744810740153
Urbanland,305.5083987474442,294.6375440597534,3.9719651699066163
Wine,92.25796973705292,90.19671250979106,0.19271101156870524

