dataset,wrapper_duration,archive_duration,archive_aggregation_duration
Biodegradeable,51.93148406346639,50.60546948115031,0.20684088071187337
Breastcancer,48.31499235630035,47.208915988604225,0.18597056865692138
Clean2,196.65506291389465,188.80231607755024,3.151560632387797
Climate,46.17026270230611,45.15379412174225,0.12902959982554119
German_credit,50.492824832598366,49.14627300898234,0.23378652731577557
Ionosphere,54.07363545894623,52.88096999327342,0.2010525623957316
Madelon,257.97518831094106,241.29283663431804,8.831198469797771
Uci_imageseg,70.73926951090495,69.20970745881398,0.15462950865427652
Uci_parkinsons,61.44920199712117,60.105126778284706,0.1603687604268392
Uci_voice,66.56207590103149,63.62266434033712,2.7918373187383017
Urbanland,95.57426606019338,92.33336653709412,1.4619202534357707
Wine,60.80962245464325,59.54214737415314,0.11902679602305094

