dataset,wrapper_duration,archive_duration,archive_aggregation_duration
Biodegradeable,210.73048618634542,206.65485297044117,0.7082276503245036
Breastcancer,114.16332997481028,112.0751848856608,0.5189178148905437
Clean2,3994.0119486252465,3876.5452912886935,19.884707697232564
Climate,103.68693222204844,101.89437981446584,0.39665656884511313
German_credit,231.25226167837778,226.43603508472444,0.9672196547190348
Ionosphere,79.31058419545492,77.86714628537496,0.3764183203379313
Madelon,6140.692608865103,5800.2798344373705,31.553518088658652
Uci_imageseg,66.09016795953114,64.97867006460825,0.21274831295013427
Uci_parkinsons,83.3805002450943,81.92558226585388,0.23071802457173665
Uci_voice,124.87519147396088,120.06624381542206,1.614899508158366
Urbanland,288.33373444080354,280.3034336646398,1.0399357795715332
Wine,75.26477424303691,74.04698263804117,0.20094497203826905

