min,mean,max
6.880193106748832,8.895115067093885,10.41142943397613
8.321009882737682,9.545497795719408,10.41142943397613
8.321009882737682,9.707638852362296,10.357548529922079
8.321009882737682,9.702041734973234,10.357548529922079
8.708993757064421,9.704290277975167,10.400593643039825
8.708993757064421,9.698682559344304,10.218348818293535
8.708993757064421,9.675581228467871,10.218348818293535
8.708993757064421,9.663996265932665,10.218348818293535
8.708993757064421,9.664570182658464,10.218348818293535
8.708993757064421,9.655481085062473,10.218348818293535
8.708993757064421,9.647429298775792,10.16979994901046
8.881094666749133,9.652438942865626,10.16979994901046
8.881094666749133,9.652438942865626,10.16979994901046
8.881094666749133,9.652438942865626,10.16979994901046

6.992886464987026,8.960390159487414,10.196662416501807
7.320125806351859,8.934353251915894,10.196662416501807
7.759251502641134,8.926649543466906,9.97890399779484
8.456776640048782,8.944593446463578,9.97890399779484
8.456776640048782,8.923251034755243,9.97890399779484
8.456776640048782,8.923251034755243,9.97890399779484
8.456776640048782,8.906999528994836,9.688828542772043
8.456776640048782,8.906999528994836,9.688828542772043
8.456776640048782,8.906999528994836,9.688828542772043
8.456776640048782,8.906999528994836,9.688828542772043
8.456776640048782,8.906999528994836,9.688828542772043
8.456776640048782,8.906999528994836,9.688828542772043
8.456776640048782,8.897096637289396,9.688828542772043
8.456776640048782,8.913642122423214,9.688828542772043

6.908629808405228,8.818567373557793,10.33434920286739
6.908629808405228,8.73657346573748,9.758007464006935
7.356145539337223,8.646573804481967,9.174240262522792
7.442583023671174,8.54921374366004,9.270506985246314
7.442583023671174,8.489025747208762,9.270506985246314
7.442583023671174,8.446386183536871,9.270506985246314
7.442583023671174,8.438695089470267,9.039774163248222
7.442583023671174,8.438695089470267,9.039774163248222
7.442583023671174,8.438695089470267,9.039774163248222
7.442583023671174,8.438695089470267,9.039774163248222
7.442583023671174,8.438695089470267,9.039774163248222
7.442583023671174,8.438695089470267,9.039774163248222
7.442583023671174,8.438695089470267,9.039774163248222
7.442583023671174,8.438695089470267,9.039774163248222

6.8945778812193605,9.047188784227664,11.165120694384804
7.965179848813348,8.865505924233153,11.165120694384804
7.965179848813348,8.873292054244605,11.165120694384804
7.965179848813348,8.820521805197883,9.603995455997902
7.965179848813348,8.799407205965897,9.603995455997902
8.107167069522662,8.808190222361269,9.518838713319713
8.107167069522662,8.800238444732079,9.50189436850905
8.107167069522662,8.800238444732079,9.50189436850905
8.342064868066686,8.796649769645764,9.300664106568494
8.342064868066686,8.783806107121698,9.300664106568494
8.342064868066686,8.783806107121698,9.300664106568494
8.342064868066686,8.783806107121698,9.300664106568494
8.342064868066686,8.783806107121698,9.300664106568494
8.342064868066686,8.783806107121698,9.300664106568494

7.201784647797585,9.035377216787595,10.373427664413478
7.172146438641281,8.528801932121175,9.630329100797539
7.172146438641281,8.533323474612832,9.384774089563225
7.908432272365982,8.618428976568365,9.281086652891368
8.165642698764321,8.698209405625603,9.281086652891368
8.165642698764321,8.698209405625603,9.281086652891368
8.165642698764321,8.698209405625603,9.281086652891368
8.165642698764321,8.698209405625603,9.281086652891368
8.165642698764321,8.698209405625603,9.281086652891368
8.165642698764321,8.698209405625603,9.281086652891368
8.165642698764321,8.698209405625603,9.281086652891368
8.165642698764321,8.698209405625603,9.281086652891368
8.165642698764321,8.698209405625603,9.281086652891368
8.165642698764321,8.698209405625603,9.281086652891368

6.923796943582726,8.870727151812755,11.583689823958867
7.404718213316363,8.885120394221836,10.915898152742844
