dataset,best_solution,union_solution,sfs_intersection_solution,intersection_solution,majority_voting
Biodegradeable,0.11734859268148158,0.3857001314108127,0.15560851142749976,0.3491421217787912,0.1434193161129707
Breastcancer,0.1764362074706905,nan,0.21001461501461524,0.7591680350301033,0.2409429459429459
Clean2,0.07498331395527967,0.723583287721218,0.9936507936507847,0.9936507936507847,0.1606351631100283
Climate,0.38760718846925507,nan,0.5811165845648575,0.872796934865906,0.47831143951833494
German_credit,0.11834434322957212,nan,0.14160351204696764,nan,0.16707069079015116
Hepatitis,0.19335052189861637,nan,0.38542491285685454,nan,0.355690951516723
Ionosphere,0.32173936217039634,0.5323630831642991,0.36198779058819597,nan,0.4135041669321591
Sonar,0.15650022773268052,nan,0.11139450310364861,nan,0.21655543714957107
Spect,0.3787158945779633,nan,0.36281526264284975,nan,0.4291443167305228
Uci_imageseg,0.43889364215135424,0.6262552934059252,0.5936116152450082,0.891228070175437,0.6136237144585565
Uci_libras,0.13613393068075139,0.43489185782289236,0.14191732669874862,nan,0.2557889423743084
Uci_parkinsons,0.20786701166011504,0.7795367467781267,0.3762065648272548,0.7754789272030647,0.2586538621021382
Uci_voice,0.029126504099153013,nan,0.19016081615834687,nan,0.06967147463986773
Urbanland,0.08497227093964148,0.6882735163030744,0.21041694339441683,nan,0.17896763408980185
Wine,0.21586796345417048,nan,0.2735867963454168,nan,0.5163689949896818
