dataset,best_solution,union_solution,sfs_intersection_solution,intersection_solution,majority_voting
Biodegradeable,0.1472879886366973,0.2711479030423519,0.14305904116425994,0.21539197374340613,0.14881600356785063
Breastcancer,0.07636153118911741,nan,0.19697328852501267,nan,0.11827949827949821
Clean2,0.10266554510507699,0.1967215172507581,0.20655400440010704,0.21410399669152624,0.1086363862230419
Climate,0.38349297573435515,nan,0.5473563218390793,0.6956577266922079,0.43267195767195754
German_credit,0.13660000894748753,0.24360440870101063,0.17698882429535362,0.2533957493303261,0.14810264962513864
Hepatitis,0.15243328628083624,nan,0.43377697116353997,nan,0.24609368248206745
Ionosphere,0.3279001634681145,0.20675420271262068,0.39725259452439926,nan,0.37480359434720517
Sonar,0.10768259186440746,0.23052643585887952,0.13619526645023183,0.1909691320802136,0.12335318214470009
Spect,0.23653994791925875,nan,0.5025600835945678,0.8496691048415226,0.3252574181884529
Uci_imageseg,0.3518456101940672,0.7786852187941112,0.41416832310661467,0.7153861665658406,0.44730432402846176
Uci_libras,0.08782596061112512,0.13812469771568706,0.07769878423497896,0.10356288317157884,0.09664295087173921
Uci_parkinsons,0.2295772171634241,0.8016544757924089,0.42137483206448606,0.5888401253918498,0.29470426763530205
Uci_voice,0.020499825894702232,nan,0.15142276488398926,nan,0.025378968757385743
Urbanland,0.08261245035571514,0.16083589349038424,0.10920035015825462,0.11527288280335961,0.08871918873720055
Wine,0.3668552903035663,nan,0.3081461833185968,nan,0.5115355142941345
