dataset,best_solution,union_solution,sfs_intersection_solution,intersection_solution,majority_voting
Biodegradeable,0.25971272244800636,0.4138084034720711,0.2497155470189823,0.30299494979057645,0.2560898520012772
Breastcancer,0.2628898049587704,0.5770032840722474,0.43014361755741054,0.5498467432950203,0.3025544315199488
Clean2,0.23955573657674883,0.18731549775067957,0.28192440924760154,0.30028734737757157,0.2715543704625094
Climate,0.33290001824484566,nan,0.31934683451924767,0.7614814814814806,0.39555373107097264
German_credit,0.20149734261093366,0.3016973328607693,0.21483705927818275,0.3099273036114411,0.1934570129379523
Hepatitis,0.3733607966275831,0.609316394434358,0.4210120127905973,nan,0.4095743189391089
Ionosphere,0.2044543706612671,0.2834327564854945,0.3371831834306477,0.6712395762902867,0.2360346790164232
Sonar,0.1653790736735954,0.26328587397483993,0.1737534087227159,0.17023215440558243,0.17565531515574911
Spect,0.37772561410492456,0.5872272810203828,0.5692668059909423,0.7823267154301625,0.42988572092020316
Uci_imageseg,0.3639013241917049,0.7074934462593253,0.48656742430789535,0.7443637830207686,0.45655734162993394
Uci_libras,0.11031400408086973,0.17507885406607623,0.09666919145510922,0.15220763098728524,0.11902871208314948
Uci_parkinsons,0.40385579937304084,0.3836542767577248,0.4835756580584165,nan,0.5079671095188332
Uci_voice,0.021338090988720918,0.07101801630166488,0.19140996314684258,0.3056194059633557,0.0491926746771967
Urbanland,0.09465952296949019,0.12002946442860213,0.17072545347658238,0.2216870263888158,0.10371561962022725
Wine,0.30526377836722707,0.8992042440318313,0.41157677571470674,nan,0.3855349248452696
