dataset,best_solution,union_solution,sfs_intersection_solution,intersection_solution,majority_voting
Biodegradeable,0.05942728108042505,0.08238397189826965,0.06684612603839289,0.07171255566083545,0.06297781880051762
Breastcancer,0.07500168413961514,0.12284345922276953,0.07716980337669997,0.12601076445904047,0.073403805645185
Clean2,0.028962932640769185,0.02585367814689643,0.02883419164899439,0.028258613244513706,0.02878895868394763
Climate,0.22794380587484023,nan,0.44860700602079945,0.48822477650063784,0.24863254880496238
German_credit,0.04883434910621089,0.06686347603492894,0.05780657399596234,0.07318797613264688,0.053159223901705646
Hepatitis,0.11694677306292546,nan,0.359092991098436,nan,0.15825728113386908
Ionosphere,0.1206132652937927,0.06957212027698842,0.22044829522517126,0.22106484042589516,0.11752595256144963
Sonar,0.04229916260842175,0.05536370078075813,0.05477564532789783,0.04964473997942553,0.04223811799067273
Spect,0.13491259060224597,nan,0.3558065880479666,0.5020167189132717,0.1561594599525634
Uci_imageseg,0.19929771747376104,0.5166303690260112,0.2083878758198179,nan,0.18870000672178522
Uci_libras,0.030817560199563488,0.029844825341716244,0.025345486236687347,0.02395275470673504,0.03116123944656526
Uci_parkinsons,0.09580683684131963,nan,0.17027549717204907,nan,0.11297855401303676
Uci_voice,0.006800875701826882,0.011465665536394372,0.020770157868128622,0.01672231497347373,0.0075741618447483575
Urbanland,0.018438100870543445,0.02998326848267381,0.022844569618686087,0.020659296714758732,0.0179985949102741
Wine,0.2488505747126437,nan,0.27413793103448275,nan,0.29541703507220785
