dataset,best_solution,union_solution,sfs_intersection_solution,intersection_solution,majority_voting
Biodegradeable,0.09559024414904678,0.22159550002064698,0.1443211593807614,0.21962752918697112,0.1031744093829269
Breastcancer,0.18050505050505034,0.5819047619047634,0.23297507090610528,nan,0.22806821530959437
Clean2,-9.515554621117172e-05,nan,0.277676518883415,0.9940476190476087,0.0014262517993859213
Climate,0.4507024265644951,0.6578544061302688,0.5057434774676137,0.7454533844188983,0.4528598795840161
German_credit,0.22043022816837293,0.2881717626627438,0.24192116845528036,0.3195093250496528,0.22665683026992936
Hepatitis,0.21465517241379353,0.6850857027626533,0.7319903206291597,nan,0.29185559684652224
Ionosphere,0.15978649815363818,0.2843640598001645,0.24169127469330298,0.5822965967996369,0.22355903900021554
Sonar,0.19246711980767386,0.24675172389940034,0.24473854675349296,0.30473244387251003,0.21475835571305082
Spect,0.40573476970028755,nan,0.4116681594267797,0.6897596656217375,0.4064591730108969
Uci_imageseg,0.28084627277004753,0.8237749546279453,0.46133293002621184,0.7058378705384155,0.40481471878930936
Uci_libras,0.1344903283211955,0.2142075102548351,0.09532281091648051,0.12548711389768805,0.15953234555914877
Uci_parkinsons,0.26379766465973276,0.4712977061252922,0.29903866248693844,nan,0.2584465343086024
Uci_voice,0.025169364209318593,nan,0.16981893856895353,nan,0.03158019525854819
Urbanland,0.11107602320102598,0.20843739005207906,0.1757094593523771,0.17530079838270415,0.13153821711098163
Wine,0.08367521367521363,nan,0.24413203654582957,nan,0.3965369879162976
