dataset,best_solution,union_solution,sfs_intersection_solution,intersection_solution,majority_voting
Biodegradeable,0.045527982405838545,0.10921578421578415,0.0692041972775516,0.1005600985168591,0.047309420372007756
Breastcancer,0.09424954355988843,0.1949668275530346,0.1531182929458793,0.18222952016055488,0.09912807499014388
Clean2,0.005269916633214658,nan,0.31871100164203686,0.9940476190476087,0.0021292918962074222
Climate,0.2885623061485133,nan,0.4798586024448079,0.6805491698595137,0.30843367998540405
German_credit,0.08420217845715726,0.102384199429216,0.0990679574303503,0.11421283729757582,0.08139544021841323
Hepatitis,0.17903575989782866,0.5234543254688434,0.6285751735660972,nan,0.2157068917504488
Ionosphere,0.10271825087240921,0.06843272383840335,0.15559518124426852,0.24472956650441421,0.11146802037268579
Sonar,0.053740980686576865,0.0586272502229386,0.06819698393676099,0.06772370103204917,0.0562697461666943
Spect,0.13197425818115477,nan,0.1738040503557746,0.35434741503706985,0.1474591564246738
Uci_imageseg,0.13423789358453644,nan,0.22870298351242094,0.3910324662230289,0.1506649766177898
Uci_libras,0.04485821319081862,0.05492652769796851,0.05028146547071817,0.05529581454355888,0.047302847265791204
Uci_parkinsons,0.1073663565042874,0.4545755585410751,0.26101540860161543,nan,0.12118002686968192
Uci_voice,0.011181876738027173,0.014363699295020365,0.0845326828068333,0.062048552315347276,0.012598746369501456
Urbanland,0.04722030842142254,0.05176447033528718,0.05595569233393014,0.052443379563478824,0.048053807732391755
Wine,0.07976422045387575,nan,0.13441497200117908,nan,0.15066312997347467
