dataset,best_solution,union_solution,sfs_intersection_solution,intersection_solution,majority_voting
Biodegradeable,0.17936113246886418,0.5688084194097649,0.18881202527868174,0.489909067041111,0.2113229944174463
Breastcancer,0.13846303122165204,0.9471264367816029,0.338492312285416,nan,0.24021392400702765
Clean2,0.0903085653386372,0.6644252873563222,0.9905719759168006,0.9817733990147764,0.17146945698622573
Climate,0.38575077540594765,nan,0.5965517241379292,0.8394636015325707,0.466411238825032
German_credit,0.16257526583609896,nan,0.227241524871148,nan,0.24488109138382372
Hepatitis,0.21708341735564965,nan,0.4281246218995752,nan,0.2850979940272137
Ionosphere,0.4057096415717112,0.35851823370078967,0.47276795775781527,0.864705882352941,0.519383377872224
Sonar,0.14584277230736123,0.42764641488779426,0.2129521036772558,nan,0.24827839281245345
Spect,0.3473458725182861,nan,0.6921630094043917,0.9515151515151508,0.5004404471645855
Uci_imageseg,0.3939054532883924,0.6315789473684178,0.5834240774349654,0.7417422867513632,0.5583614207933579
Uci_libras,0.0849360332735221,nan,0.10784268713653096,nan,0.19012525148705778
Uci_parkinsons,0.30463419084108784,0.8448624172762158,0.47657113001940543,0.6742459073493564,0.3920597601632077
Uci_voice,0.02700181067913968,nan,0.2729371210651065,nan,0.04475304391993271
Urbanland,0.09197001101981171,nan,0.22132169778966343,nan,0.16893841180419852
Wine,0.46825523135867886,nan,0.3612908930150311,nan,0.6008605953433521
