dataset,run,best_solution,best_solution_size,validation_fitness,F1_test,CAC_test,best_test_fitness,best_solution_test_sensitivity,majority_voting,majority_voting_validation_fitness,majority_voting_test_CAC,majority_voting_test_F1,majority_voting_size,majority_voting_test_sensitivity,sfs_intersection_solution,sfs_intersection_validation_fitness,sfs_intersection_test_CAC,sfs_intersection_test_F1,sfs_intersection_size,sfs_intersection_test_sensitivity,duration,intersection_solution,intersection_validation_fitness,intersection_test_CAC,intersection_test_F1,intersection_size,intersection_test_sensitivity,union_solution,union_validation_fitness,unions_test_CAC,unions_test_F1,union_size,union_test_sensitivity
Biodegradeable,0,"1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1",24,0.8536469470182941,0.7724137931034483,0.7954545454545454,0.8087787918296393,0.7739325842696629,"1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1",0.8536469470182941,0.7954545454545454,0.7724137931034483,24,0.7739325842696629,"1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1",0.8490757797116179,0.7954545454545454,0.7724137931034483,23,0.7739325842696629,0.7461600303649902,"1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1",0.8444759342111547,0.7992424242424242,0.7760240751708793,19,0.7767897271268058,"1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1",0.8490757797116179,0.821969696969697,0.8024424029168722,30,0.804975922953451
Biodegradeable,1,"1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1",23,0.8793475691434876,0.7965971107544141,0.8181818181818182,0.8061302681992337,0.7965971107544141,"1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1",0.8793475691434876,0.8181818181818182,0.7965971107544141,23,0.7965971107544141,"1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1",0.8684521955777016,0.803030303030303,0.7831142568250758,19,0.7879293739967898,0.77518630027771,"1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1",0.8489211971231925,0.7916666666666666,0.770016631028748,16,0.7738362760834672,"1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1",0.8684521955777016,0.803030303030303,0.7808429118773946,28,0.7824077046548956
Biodegradeable,2,"1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0",21,0.8665318503538928,0.8034687574245664,0.821969696969697,0.8118317890235209,0.8077367576243981,"1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0",0.8665318503538928,0.821969696969697,0.8034687574245664,21,0.8077367576243981,"1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0",0.8581900910010112,0.821969696969697,0.8024424029168722,21,0.804975922953451,0.7871701717376709,"1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0",0.8436394487041988,0.8257575757575758,0.8071523851870673,16,0.8105939004815409,"1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0",0.8581900910010112,0.8295454545454546,0.8118317890235209,27,0.8162118780096308
Biodegradeable,3,"1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1",20,0.8722667041251112,0.8125,0.8333333333333334,0.8162363415621205,0.8107865168539325,"1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1",0.8722667041251112,0.8333333333333334,0.8125,20,0.8107865168539325,"1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0",0.8722667041251112,0.8333333333333334,0.8125,19,0.8107865168539325,0.5561344623565674,"1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0",0.8640258463267313,0.821969696969697,0.7991420477539457,15,0.79669341894061,"1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1",0.8722667041251112,0.8371212121212122,0.8162363415621205,23,0.8136436597110754
Biodegradeable,4,"0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0",19,0.8588945481984531,0.7784090909090908,0.803030303030303,0.7832826307402578,0.7768860353130016,"0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0",0.8588945481984531,0.803030303030303,0.7784090909090908,19,0.7768860353130016,"0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0",0.8422939068100359,0.803030303030303,0.7796468699839487,15,0.7796468699839486,0.76617431640625,"0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0",0.846064139941691,0.803030303030303,0.7796468699839487,13,0.7796468699839486,"0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0",0.8505942275042445,0.7992424242424242,0.7760240751708793,25,0.7767897271268058
Biodegradeable,5,"1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1",23,0.8633776091081593,0.7771283849600623,0.803030303030303,0.782047753945771,0.7741252006420546,"1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1",0.8633776091081593,0.803030303030303,0.7771283849600623,24,0.7741252006420546,"1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0",0.8550974642056236,0.803030303030303,0.7808429118773946,25,0.7824077046548956,1.3793158531188965,"1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0",0.8536469470182941,0.7954545454545454,0.7685563997662186,17,0.7656500802568218,"1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1",0.8557849885283513,0.803030303030303,0.7808429118773946,30,0.7824077046548956
Biodegradeable,6,"1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0",19,0.8567049808429119,0.7784090909090908,0.803030303030303,0.7893674183831313,0.7768860353130016,"1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0",0.8567049808429119,0.803030303030303,0.7784090909090908,19,0.7768860353130016,"1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0",0.8498483316481293,0.8143939393939394,0.7929279185542091,17,0.7937399678972712,0.9542131423950195,"1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0",0.8528826404700113,0.803030303030303,0.7771283849600623,13,0.7741252006420546,"1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1",0.846064139941691,0.7954545454545454,0.7724137931034483,24,0.7739325842696629
Biodegradeable,7,"1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1",18,0.8870990734141126,0.7844264436895741,0.8106060606060606,0.7991420477539457,0.7798394863563403,"1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1",0.8870990734141126,0.8106060606060606,0.7844264436895741,18,0.7798394863563403,"1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0",0.8865094655054373,0.8106060606060606,0.7844264436895741,17,0.7798394863563403,0.6791539192199707,"1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0",0.8710267118430384,0.803030303030303,0.7796468699839487,14,0.7796468699839486,"1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1",0.8627058545425893,0.8143939393939394,0.7905949008498583,24,0.7882182985553772
Biodegradeable,8,"0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0",22,0.8671948688926618,0.775803501437157,0.803030303030303,0.8016723281944083,0.7713643659711076,"0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0",0.8595744680851064,0.803030303030303,0.7771283849600623,24,0.7741252006420546,"0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0",0.8671948688926618,0.803030303030303,0.775803501437157,22,0.7713643659711076,0.838181734085083,"0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0",0.8331648129423661,0.8068181818181818,0.7794486215538847,18,0.7742215088282505,"0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1",0.8536469470182941,0.803030303030303,0.7784090909090908,30,0.7768860353130016
Biodegradeable,9,"1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1",22,0.8748736097067745,0.7736136695674268,0.7954545454545454,0.7736136695674268,0.77669341894061,"1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1",0.8748736097067745,0.7954545454545454,0.7736136695674268,22,0.77669341894061,"1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1",0.8588945481984531,0.7765151515151515,0.7545347096367504,22,0.7596468699839486,0.7311573028564453,"0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1",0.8468173193030878,0.7765151515151515,0.7590905575748202,16,0.7706902086677367,"1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1",0.8482758620689654,0.7916666666666666,0.770016631028748,27,0.7738362760834672
