dataset,run,best_solution,best_solution_size,validation_fitness,F1_test,CAC_test,best_test_fitness,best_solution_test_sensitivity,majority_voting,majority_voting_validation_fitness,majority_voting_test_CAC,majority_voting_test_F1,majority_voting_size,majority_voting_test_sensitivity,sfs_intersection_solution,sfs_intersection_validation_fitness,sfs_intersection_test_CAC,sfs_intersection_test_F1,sfs_intersection_size,sfs_intersection_test_sensitivity,duration,intersection_solution,intersection_validation_fitness,intersection_test_CAC,intersection_test_F1,intersection_size,intersection_test_sensitivity,union_solution,union_validation_fitness,unions_test_CAC,unions_test_F1,union_size,union_test_sensitivity
Biodegradeable,0,"1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1",22,0.8992817688722279,0.8104683195592286,0.8371212121212122,0.8204588053809279,0.7998394863563403,"1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1",0.8945616721027757,0.8333333333333334,0.8066963988550888,23,0.7969823434991974,"1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1",0.8467331265446946,0.821969696969697,0.7967467688829917,14,0.7911717495987158,1.4372239112854004,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0",0.8142589118198874,0.7954545454545454,0.7627637622312454,4,0.7546067415730338,"1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1",0.8534099817089105,0.8295454545454546,0.8029425912717503,35,0.7941252006420545
Biodegradeable,1,"1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0",26,0.8925343971342505,0.8379750194901057,0.8598484848484849,0.8495481559879507,0.8280256821829856,"1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0",0.8745884318639736,0.8143939393939394,0.7880976952184382,22,0.7826966292134832,"1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0",0.8545454545454545,0.8409090909090909,0.8220224719101124,13,0.8220224719101124,1.7083873748779297,"1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0",0.8016528925619835,0.7803030303030303,0.7361455748552523,4,0.723852327447833,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1",0.8515873015873014,0.8484848484848485,0.826487019388761,40,0.819454253611557
Biodegradeable,2,"1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1",21,0.8999192365380495,0.8066963988550888,0.8333333333333334,0.8178113703581991,0.7969823434991974,"1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1",0.8912165614544016,0.8257575757575758,0.7979098715303202,18,0.7885072231139647,"1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0",0.8809917355371901,0.8371212121212122,0.8140449162120988,13,0.8081219903691814,1.21327543258667,"1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0",0.857518720906699,0.8257575757575758,0.8004600722970752,8,0.7940288924558587,"1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1",0.8713169173880158,0.8257575757575758,0.7965692843741623,33,0.7857463884430176
Biodegradeable,3,"1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1",20,0.903968253968254,0.8066963988550888,0.8333333333333334,0.8226939898766524,0.7969823434991974,"1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0",0.8832375055285271,0.8409090909090909,0.8189182126992423,21,0.8137399678972712,"1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0",0.8495481559879507,0.8106060606060606,0.7831087742359514,13,0.7770786516853933,1.6374778747558594,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0",0.7555555555555555,0.7803030303030303,0.7484061781137036,3,0.7431781701444622,"1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1",0.8477031860361623,0.8446969696969697,0.8226939898766524,38,0.8165971107544141
Biodegradeable,4,"1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1",20,0.8992817688722279,0.8040882412467112,0.8333333333333334,0.8341269841269842,0.7914606741573034,"1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1",0.876172607879925,0.8257575757575758,0.7979098715303202,20,0.7885072231139647,"1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0",0.8898071625344353,0.8333333333333334,0.8066963988550888,13,0.7969823434991974,1.4073164463043213,"1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0",0.8204588053809279,0.8143939393939394,0.7810685937685107,7,0.768892455858748,"1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1",0.8603174603174604,0.8295454545454546,0.8053958425475454,37,0.7996468699839486
Biodegradeable,5,"1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1",23,0.8999192365380495,0.8117006983263391,0.8371212121212122,0.8215951607852188,0.8026003210272874,"1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1",0.8912165614544016,0.8371212121212122,0.8140449162120988,20,0.8081219903691814,"1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0",0.865108536203458,0.8409090909090909,0.8189182126992423,12,0.8137399678972712,0.994225025177002,"1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0",0.865108536203458,0.8484848484848485,0.8275411549516591,10,0.822215088282504,"1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1",0.885775144778007,0.8257575757575758,0.7965692843741623,31,0.7857463884430176
Biodegradeable,6,"1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0",21,0.8945616721027757,0.807936507936508,0.8333333333333334,0.8166666666666667,0.7997431781701445,"1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1",0.8872165626026948,0.8333333333333334,0.807936507936508,26,0.7997431781701445,"1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0",0.8753399006757308,0.8181818181818182,0.7930493859419911,13,0.788314606741573,1.2982943058013916,"1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0",0.8457300275482094,0.821969696969697,0.7941844842171613,8,0.7856500802568218,"1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1",0.8825138863707538,0.8333333333333334,0.8091357213276371,35,0.8025040128410914
Biodegradeable,7,"1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1",20,0.9011316453635105,0.8004600722970752,0.8257575757575758,0.8204588053809279,0.7940288924558587,"1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1",0.8965246929709956,0.8409090909090909,0.8166666666666667,20,0.8082182985553772,"1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0",0.8738112112871059,0.8446969696969697,0.8204588053809279,19,0.8110754414125201,1.2392807006835938,"1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0",0.8257484725912637,0.8333333333333334,0.8027173913043478,7,0.7886998394863564,"1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1",0.8792788084661616,0.8181818181818182,0.7904761904761906,32,0.7827929373996789
Biodegradeable,8,"1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0",16,0.8986225895316804,0.8029425912717503,0.8295454545454546,0.8218984011333739,0.7941252006420545,"1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0",0.8898071625344353,0.8333333333333334,0.8054140980970248,22,0.7942215088282504,"1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0",0.8341269841269842,0.821969696969697,0.7941844842171613,13,0.7856500802568218,1.4343175888061523,"1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0",0.7507167751128814,0.7727272727272727,0.7206349206349206,6,0.7070947030497592,"1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1",0.8682020901284697,0.821969696969697,0.795487135534275,36,0.7884109149277689
Biodegradeable,9,"1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0",18,0.8992817688722279,0.798940545297612,0.8295454545454546,0.8129933211900424,0.7858426966292136,"1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0",0.890523661817639,0.8333333333333334,0.8054140980970248,17,0.7942215088282504,"1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1",0.8777777777777778,0.821969696969697,0.7979646666123912,15,0.793932584269663,1.3603076934814453,"1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0",0.8554912335992835,0.8257575757575758,0.7979098715303202,7,0.7885072231139647,"1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1",0.8495481559879507,0.8295454545454546,0.8029425912717503,37,0.7941252006420545
