dataset,best_solution,union_solution,sfs_intersection_solution,intersection_solution,majority_voting
Biodegradeable,0.1136793058893544,0.17659504452187386,0.1506359675384561,0.2418911854740282,0.12328772169781876
Breastcancer,0.03016680637370293,nan,0.07905695836730318,nan,0.03605674019467125
Climate,0.30566320014595844,nan,0.4141671227878126,0.7554278416347352,0.4579958036854586
German_credit,0.06396539630458396,0.09718682423035167,0.14812530926828232,nan,0.08472230376725802
Hepatitis,0.11986340372002814,nan,0.19819721718088312,nan,0.15940449783462476
Ionosphere,0.06581088939608218,nan,0.13102149109248512,0.15827135451881827,0.1101792437897915
Sonar,0.0436496102362135,nan,0.089249070552316,nan,0.07068233720347321
Spect,0.04354414423379944,nan,0.2676461660944419,0.3990839428770463,0.04555721417790377
Uci_imageseg,0.13320057807353633,nan,0.24641152690154525,0.5140814680379083,0.17685670113982283
Uci_libras,0.023689425132827673,nan,0.04584358528009853,nan,0.03621216721706945
Uci_parkinsons,0.09775513758272387,nan,0.26486606624537634,nan,0.11998581877892214
Uci_voice,0.015861953342581343,nan,0.22838379146499263,nan,0.027430292345968534
Urbanland,0.03757003598617961,nan,0.15093725337816008,nan,0.08021779253825094
Wine,0.05108753315649867,nan,0.18511641615089905,nan,0.14631594459180644
