f1_macro,accuracy,tn,fp,fn,tp,recall,size,vector,wrapper_duration,archive_duration
0.6358634083184982,0.676,43,32,49,126,0.6466666666666667,34,1101101011110111000011001110101101001111011101000001001000111,43.30325746536255,42.41259264945984
0.696969696969697,0.728,51,24,44,131,0.7142857142857143,32,1110110111111011001010000100100001111101010010100110000010111,44.23741936683655,43.34673309326172
0.6503872633390706,0.688,45,30,48,127,0.6628571428571428,39,0111110110101111101111010011011010010101101110011010011101101,47.81916332244873,46.85034799575806
0.7077945795894514,0.744,49,26,38,137,0.7180952380952381,23,1100101110000001001001000101110010001001100100110100000000110,46.052435874938965,45.146119117736816
0.7446570696267175,0.788,47,28,25,150,0.7419047619047618,34,1110100011111001101110000101111011001101010111101100110000010,42.96022701263428,42.069549322128296
0.6791208791208792,0.708,51,24,49,126,0.7,23,1101000010111001000010000001010100010101101010101000001010010,46.45998954772949,45.58492875099182
0.6931054068414593,0.732,47,28,39,136,0.7019047619047619,28,0100101011100010110101100111011011010010010101001001001000001,43.50636649131775,42.63130736351013
0.6663299906211673,0.704,46,29,45,130,0.6780952380952381,31,1111101011100001100100101101010011101110000111000010010011100,44.35086393356323,43.42552471160889
0.630257557174807,0.672,42,33,49,126,0.64,27,0000100010101111101011100011110001001000011011001001010000101,44.911792039871216,44.03674125671387
0.6469368419170882,0.684,45,30,49,126,0.6599999999999999,30,0110000010110000000111000101111001111111110000111101001001010,43.84911274909973,42.989681243896484
0.6404580291638602,0.684,42,33,46,129,0.6485714285714286,35,1101011011100011001111000110100111101011111010001011000100111,44.96042799949646,44.022868394851685
0.6213183730715288,0.676,37,38,43,132,0.6238095238095238,31,1010001011111111000001100010100111001101011010001000100111011,43.081411600112915,42.15946984291077
0.6510572963919323,0.68,49,26,54,121,0.6723809523809523,32,1010101110110010111000100000110111000101111000011110101011001,44.852251052856445,43.914687633514404
0.7127503491188064,0.74,54,21,44,131,0.7342857142857142,32,1010101111111010001101001100111100110100101001100010110001001,42.147944688797,41.25725555419922
0.7359453157695451,0.788,43,32,21,154,0.7266666666666667,29,1100000111111111000010000101011011001000010111101100010001100,46.23825812339783,45.30069637298584
0.64349376114082,0.68,45,30,50,125,0.6571428571428571,37,1100111111111100100111010110110101011010110010111100100010110,43.75530242919922,42.8802433013916
0.6931054068414593,0.732,47,28,39,136,0.7019047619047619,31,1100110011100001100011100101111011000001010111000001101100111,44.66172003746033,43.708531856536865
0.6753480989827573,0.712,47,28,44,131,0.6876190476190476,36,1110110011100111000000001101010110111111101011101110111010100,45.42607617378235,44.47289562225342
0.6650447782243847,0.696,49,26,50,125,0.6838095238095239,23,0111100001110010000000010000101011000000110100000001001011111,43.851139545440674,42.94483017921448
0.6415441176470589,0.688,41,34,44,131,0.6476190476190475,30,0110001010111011100111000111110001000111110000001001000101110,42.56850504875183,41.693445444107056
0.6492704826038159,0.68,48,27,53,122,0.6685714285714286,37,1110111111101101000100111110110101000101011010110010011101101,43.14357233047485,42.25288772583008
0.6279972123335406,0.684,37,38,41,134,0.6295238095238095,34,1010111011110110010110000010001110101110110100010111101001101,44.508469581604004,43.58653950691223
0.6617965367965368,0.68,56,19,61,114,0.6990476190476191,33,1010011111111000100000000011111011000111110100011111010010110,43.26858425140381,42.34664702415466
0.695071999417451,0.732,48,27,40,135,0.7057142857142857,33,1110000011110111100110000111100111011010100011011001101001001,45.5523796081543,44.67732238769531
0.7297297297297298,0.792,39,36,16,159,0.7142857142857143,26,1000011011111001100010000101100010011000010111100100001001100,42.34748363494873,41.44117069244385
0.6571428571428573,0.712,39,36,36,139,0.6571428571428571,34,1100100110011100000001110111011100111101111110100010011011100,44.130309104919434,43.25524878501892
0.6733449477351917,0.712,46,29,43,132,0.6838095238095239,26,0101001000110110010010100111011110111001010100000000100100001,42.131701707839966,41.25664210319519
0.6667199914680317,0.7,48,27,48,127,0.6828571428571428,30,1101111011101110100010000101010101100001010111000110101010000,42.44291019439697,41.55222749710083
0.6772805507745266,0.712,48,27,45,130,0.6914285714285715,31,0111100111111001110100001001100111001001110110100100110010000,41.84660816192627,40.97154235839844
0.6495603575394586,0.692,43,32,45,130,0.6580952380952381,27,0101111110101010000001000101000111010011100110010101001000001,42.59780502319336,41.73837375640869
