f1_macro,accuracy,tn,fp,fn,tp,size,vector,wrapper_duration,archive_duration
0.5818815331010453,0.7916666666666666,1,3,2,18,17,1111111111111110110,83.65597200393677,80.72630786895752
0.7948717948717948,0.875,3,1,2,18,11,0101101100110101011,80.93233060836792,78.14169836044312
1.0,1.0,4,0,0,20,5,1100101000000000010,80.72329521179199,77.90467190742493
0.8095238095238095,0.9166666666666666,2,2,0,20,9,1100000111010001011,81.31042838096619,78.28974199295044
0.9163763066202091,0.9583333333333334,3,1,0,20,4,0100101000000000010,79.52102136611938,76.730388879776
0.7,0.8333333333333334,2,2,2,18,5,1100010000000001010,78.57281637191772,75.86720585823059
0.6651162790697674,0.875,1,3,0,20,9,1000001111101010010,82.86877369880676,79.9251172542572
0.9163763066202091,0.9583333333333334,3,1,0,20,4,1100000000100010000,79.3489830493927,76.60536026954651
0.9163763066202091,0.9583333333333334,3,1,0,20,4,0100100000000000011,79.26797008514404,76.45732426643372
0.7491289198606272,0.875,2,2,1,19,5,1010001000000000011,78.58881211280823,75.5341203212738
0.8500000000000001,0.9166666666666666,3,1,1,19,12,0001011111101010111,80.70429396629333,77.96267294883728
0.5818815331010453,0.7916666666666666,1,3,2,18,6,1000001110101000000,77.98967623710632,75.25106382369995
0.9163763066202091,0.9583333333333334,3,1,0,20,4,0100101000000000010,81.07238006591797,78.33075308799744
0.7491289198606272,0.875,2,2,1,19,9,0011101000101010011,82.73775482177734,79.95512413978577
0.7948717948717948,0.875,3,1,2,18,10,0000001110110111011,80.87633013725281,78.1037015914917
0.8095238095238095,0.9166666666666666,2,2,0,20,7,0100111000110000010,80.7843062877655,77.89964461326599
0.9163763066202091,0.9583333333333334,3,1,0,20,4,1000001000000000011,82.83176374435425,80.05214285850525
0.5213675213675214,0.7083333333333334,1,3,4,16,4,0100001100000100000,81.82755374908447,78.97489881515503
0.7491289198606272,0.875,2,2,1,19,4,0000010000001000011,83.51092791557312,80.57927441596985
0.6581196581196581,0.7916666666666666,2,2,3,17,4,0100001000000010010,82.9998095035553,80.09415245056152
0.8230958230958231,0.875,4,0,3,17,3,0100000100000000010,81.35743927955627,78.45579385757446
0.45454545454545453,0.8333333333333334,0,4,0,20,5,0000001010101100000,82.26264500617981,79.23895931243896
0.7948717948717948,0.875,3,1,2,18,3,0100000000000000011,81.76689410209656,78.7979416847229
0.6210526315789474,0.75,2,2,4,16,3,1000000100000000010,80.09027671813965,77.26196217536926
0.6307692307692307,0.7083333333333334,3,1,6,14,8,1111000000110100001,83.62347340583801,80.72282385826111
0.7,0.8333333333333334,2,2,2,18,4,1000010000000001010,83.66795372962952,80.83931875228882
0.8095238095238095,0.9166666666666666,2,2,0,20,8,0010100110010001011,83.2308669090271,80.39923048019409
0.5213675213675214,0.7083333333333334,1,3,4,16,3,0000000100000100001,87.46183109283447,84.3451156616211
0.7,0.8333333333333334,2,2,2,18,3,0000101000000000010,86.39957427978516,83.22885417938232
0.7491289198606272,0.875,2,2,1,19,7,0100011000001011010,86.93870520591736,83.90701675415039
