f1_macro,accuracy,tn,fp,fn,tp,recall,size,vector,wrapper_duration,archive_duration
0.7849462365591398,0.85,3,0,3,14,0.9117647058823529,9,0010110001000111011,43.64590287208557,42.81671404838562
0.6875,0.8,2,1,3,14,0.7450980392156863,11,0100011101101101011,45.02221417427063,44.16201829910278
0.6078431372549019,0.8,1,2,2,15,0.6078431372549019,9,1001110010000111010,43.99096608161926,43.145776987075806
0.6875,0.8,2,1,3,14,0.7450980392156863,8,0001010000101001111,43.51286220550537,42.655665159225464
0.7849462365591398,0.85,3,0,3,14,0.9117647058823529,9,1010110000000011111,43.16578984260559,42.29459238052368
0.9134199134199135,0.95,3,0,1,16,0.9705882352941176,9,1011100010000011011,43.73790979385376,42.906713247299194
0.7222222222222222,0.9,1,2,0,17,0.6666666666666666,4,0001000000110000010,43.69490337371826,42.84972023963928
0.84375,0.9,3,0,2,15,0.9411764705882353,5,0000000000010111100,43.99095940589905,43.129765033721924
0.7222222222222222,0.9,1,2,0,17,0.6666666666666666,4,1000000000000011010,43.287813663482666,42.451624393463135
0.6571428571428571,0.85,1,2,1,16,0.6372549019607843,8,0010010010110011010,44.09999489784241,43.22279953956604
0.7849462365591398,0.85,3,0,3,14,0.9117647058823529,9,0000110011000111011,43.71790790557861,42.83370494842529
0.6875,0.8,2,1,3,14,0.7450980392156863,10,0100111101110000101,43.107765197753906,42.269575357437134
0.6078431372549019,0.8,1,2,2,15,0.6078431372549019,9,1001110010000111010,43.17078471183777,42.328593492507935
0.6875,0.8,2,1,3,14,0.7450980392156863,11,0011000011101101111,43.85393834114075,43.001744985580444
0.7333333333333333,0.8,3,0,4,13,0.8823529411764706,9,0010110010100011101,43.325814723968506,42.48763132095337
0.6571428571428571,0.85,1,2,1,16,0.6372549019607843,6,1010010000000001011,43.45284843444824,42.61165761947632
0.803921568627451,0.9,2,1,1,16,0.803921568627451,8,0000010000110111110,43.536856174468994,42.663658142089844
0.84375,0.9,3,0,2,15,0.9411764705882353,7,0000010000011111010,43.232802629470825,42.389607667922974
0.6078431372549019,0.8,1,2,2,15,0.6078431372549019,7,1001000011000011010,43.01275157928467,42.18356776237488
0.6571428571428571,0.85,1,2,1,16,0.6372549019607843,6,0010000000110011010,42.85682702064514,41.964513301849365
0.7333333333333333,0.8,3,0,4,13,0.8823529411764706,6,0000110000000110011,42.95972537994385,42.10154151916504
0.6875,0.8,2,1,3,14,0.7450980392156863,12,1110101110110001011,43.51785182952881,42.65565633773804
0.9134199134199135,0.95,3,0,1,16,0.9705882352941176,7,1011110000000100010,43.1287796497345,42.26358151435852
0.6875,0.8,2,1,3,14,0.7450980392156863,10,0011010010101001111,43.08677673339844,42.22458076477051
0.6865203761755485,0.75,3,0,5,12,0.8529411764705883,7,1010010010000001101,43.0527606010437,42.21456742286682
0.4982078853046595,0.65,1,2,5,12,0.5196078431372549,6,0011100000000011001,42.90171217918396,42.04651927947998
0.4444444444444444,0.8,0,3,1,16,0.47058823529411764,7,0001000010111001100,43.62187314033508,42.770689487457275
0.7333333333333333,0.8,3,0,4,13,0.8823529411764706,9,0010100010011110110,42.81270408630371,41.970510721206665
0.6078431372549019,0.8,1,2,2,15,0.6078431372549019,7,1000100001000011110,43.029749393463135,42.145551681518555
0.6571428571428571,0.85,1,2,1,16,0.6372549019607843,6,0010000000110011010,43.48185205459595,42.64766502380371
