f1_macro,accuracy,tn,fp,fn,tp,size,vector,wrapper_duration,archive_duration
0.8176220218914283,0.8423645320197044,17,0,0,0,70,100110111101000000101010110100110111000111011000110000000000101010010111110000010001101100100100011110110000110101010110000111100111111010110010100,317.6632146835327,296.6755270957947
0.8280159510334342,0.8374384236453202,17,0,0,0,46,100001101011100000100100000110010001010101000000000011010001100010000010000100100100110000000010110000100000110000000000001010110010101001000111010,252.17121577262878,235.19953656196594
0.7666345015942033,0.7783251231527094,16,0,0,0,97,110001111010110011111010111010011111001101110110111111110111111101111010110000100001111101011111110010100101100111111001001011101011101101111100111,388.5861361026764,363.22130012512207
0.7999198724164747,0.8177339901477833,16,0,0,0,82,000010111110010001101001000111100110001101000101111100010010101010101111010101100011111101010111000111101010101100011110010110101111010111111100101,337.07426476478577,314.4106285572052
0.7745377267176327,0.7931034482758621,17,0,0,0,93,001000111101001010111101101110110111111001101111011110110100111111100100111000110111011011110110001110100101011110101110010110010110111011000111111,372.7982602119446,348.6526508331299
0.8501368894516355,0.8423645320197044,18,0,0,0,78,101110111111011011000000100111110000110111100100111001011101101000100101110010000100101000111010110000100101011000100111110110110110100010111101101,336.5229403972626,315.3964903354645
0.7819255546416326,0.7881773399014779,16,0,0,0,97,010111011111101011101111111001100101111101011010111101010101101010111011011110101100011111110111010010011111011010011000101111011011111001011110101,383.0294485092163,359.2755162715912
0.8070081574860314,0.8078817733990148,18,0,0,0,116,101111111101011110011110111111111011111111111111100111110111111111111111110111110111111100001101011110101110101110001010011111111101011111011111111,414.1122672557831,387.36043548583984
0.8115243861077195,0.8522167487684729,14,0,0,0,30,000000001000100000100110000110000000000110010101001101000000100100010000100001000110000001000010000100000000000111000000000000100000000000100000000,208.04350757598877,194.54257822036743
0.7783128636069813,0.7783251231527094,16,0,0,1,27,000000111101000000100000001001000010010000000000000100000000101100000100000000000010001000101000001000000100000001100100000001000010000000100000000,208.16589736938477,193.4930191040039
0.7998131962918804,0.8078817733990148,17,0,0,0,86,111010111101011010101111010011011111101110010010010011111110101001101010110001100110000010000101000011111000101111110011101010001111001111101011111,353.868643283844,329.94514513015747
0.7821504970048819,0.7832512315270936,17,0,0,0,80,011100010100101101100001100110011110100110011010111100000111011011101001001001100100011001111000110110001011101101101011011011100001111110110010111,343.14389657974243,320.7029769420624
0.7716151569633573,0.7783251231527094,16,0,0,0,83,100111101100010110101000111111011011011111110111001110110000101011111000001100101011111000011110101010111100101011001110110111011000100010100010010,342.5877068042755,318.4888656139374
