f1_macro,accuracy,tn,fp,fn,tp,recall,size,vector,wrapper_duration,archive_duration
0.5835835835835835,0.59375,7,4,9,12,0.6038961038961039,163,0110000110000100001000100110001111100011111110111010011011111111001001101110110011000101001101011101010110101101101110100111110100100000010010001110110110110011100011000011001000100110011101100110110111110101101001011010100101000001100100001000111111000111101010111011101010001111001111011100110000100011101010,87.15583276748657,83.67804455757141
0.48178137651821856,0.5,11,0,16,5,0.6190476190476191,142,0010011000001011100010101110101000111001011011110001011011000010000100110011100111111110101010010010110100011010010010111001101100011000000001101000001111101110001001000100001010000011101001011001110010010001010010111000010111000001000010010100000010011100111111011101010110011111110001000001010111000100111000,85.32785201072693,82.04637670516968
0.5901477832512315,0.59375,8,3,10,11,0.6255411255411256,138,0000011011010110100000000011000100011100110100110000001111110110100010110111111000001110110000101100000000101010000010100010001001000000101010100111101101111110100010011001010000001000100010100101001010110000111110001100010011000001010100101101011000110001001101101011101111010001001101110111000111010100111100,86.54417777061462,83.05956363677979
0.4554554554554554,0.46875,10,1,16,5,0.5735930735930735,160,0111101001111000111001001111000111111011011101010001100100001010100000000110111001111110100101110000000010110011001111101000111010010010001100011110101111111011100100001011111101011100101000001011001001000010110100100100100110000101000111001101101100111110011010111110110001101101101101111010111001100100001000,88.5102162361145,84.96309995651245
0.6559139784946236,0.65625,11,0,11,10,0.7380952380952381,153,0111111000011010011011101001001101100101110110100000111111000000000011001100010100110011111101000010001000000100100111010100110100000110010100101011100111011111010000110100100011111110011101011001110000101000001111100010101110111101101100010110111101100001011111010001000001000111000100001011010001101001111101,86.18215823173523,83.02569675445557
0.48178137651821856,0.5,11,0,16,5,0.6190476190476191,151,1000010101111100110101111011111101010111100000011100110111110100100000011000000101110100111100001000100010100000101101000001101001101101101110110001110100111000010100001101111001010110000001100000100001100011000101110110101011001000110111110000001111011101110001011111000010010101010100110110001001110000110111,88.46391820907593,84.86992478370667
0.6235294117647059,0.625,11,0,12,9,0.7142857142857143,162,0010101101100111101110010111001100110010111110010110101100110111110001001011001000010100110111100111111001001001011000111100010100000110000010111111011101010111010111110101010111111110100101011010000110001110100011110001001111100100101101100000100100001000011100101001110101110011010111000100111111100010000000,88.42076897621155,85.35805892944336
0.5901477832512315,0.59375,11,0,13,8,0.6904761904761905,162,1100100100111101110100010001001100011110010110100110011110101011111100110111000101110110010001111011000001100111011110111010000011100010111110001111100111110110010111001001110000011101001000101101001001010000100000111110111001001000101101110011010011111000011000001000001011000001010001110011111001101101111111,89.1995849609375,85.79309797286987
0.5270935960591133,0.53125,10,1,14,7,0.6212121212121212,156,1110111010001110010000100111011000101010001010100011101111101100000011001110101101010000010100011110000101011110100111001001100011000011011111000111101010011101111101110010101100110101010110100100100101000101010100011011011101101010101111100100000010010011110011101010100101011011001000011001011100011011000001,86.47973418235779,82.91699123382568
0.5607843137254902,0.5625,10,1,13,8,0.645021645021645,152,0001010011111000010110011111000111011011110100010110111111110111111000000101100011110011010011100011010011101110001100000110111001001100000001001100111100010000101110011000000010110000011011010001111010101000000101100000101000100011000010001111011111010110111000011100111111000101000010111110101000001101110100,89.68622159957886,85.98283839225769
0.5835835835835835,0.59375,7,4,9,12,0.6038961038961039,143,0011111001000000010100000110110111000001011111101100101000111010000010110001110101000001011010100001000111111000001001110110011000001111001101110100010010001110000100000100100100100101111100110101001011111011011101001000001010000011000010001011011011000101101100101010011001100001111011010110011101011101100000,91.84354162216187,88.39018321037292
0.48178137651821856,0.5,11,0,16,5,0.6190476190476191,154,0011111011011011110110101001101101000010001111010011111010010000011111111000100000000000111000001110001101001011101101110100111001011011111101011011100010100011100100100000010001101100000000010010001111001100011001010111001101000100111001000101110111101111110011010111100011001101001000100101001100001001011110,92.17496871948242,88.487220287323
0.6190476190476191,0.625,8,3,9,12,0.6493506493506493,152,1011011001100111010000010000001100100110101001001110111011010011010111110010101101011100100110110000101000100011010010011110011000111001001000100000110000011111111001011010010100110101010000001101100100011101111010111110001001000111011101001111000101000001000101110101101010111000101000110101011111110010100100,90.65814566612244,87.17352938652039
0.4285714285714286,0.4375,9,2,16,5,0.5281385281385281,155,1101000100001110110010011111111000100000100101000101110101101111101100101111100100100101000010100101010000101100101001101110100110011010110101001100101000110001001011010100101110010111101010101001000000101111111010001110011110100110011000011010011101001011001010111100111100001000011010111010010111000010010111,92.46848964691162,88.8119866847992
0.6235294117647059,0.625,11,0,12,9,0.7142857142857143,136,1001110100101011111000011111001010100010010001100111011101010011101100100110001011001101110000111001010010010111000001001111011010100100110011100001010000101010000100000010010101101011100010011001110001001000001000001001001000011011010001000001110111110000010100010011010110000010111000011000100110101000011010,92.46726965904236,88.95140957832336
0.5555555555555556,0.5625,11,0,14,7,0.6666666666666666,152,1011010001110010001100010001101001111010011010110101011011010001010011101101111111001111011000101010100001000010111110101101001010101100100110110100101011000000011000101001111101000100111110101100101111101100000110101000111000010011110010010100101011101010101011101010000110110000101000000010000100011010101110,89.50644898414612,86.0843448638916
0.6235294117647059,0.625,11,0,12,9,0.7142857142857143,165,1110011010111101100011000110111110001111000101010101111011000010001100010000001100000110100010001111011110110000101001011111100011110111001111011000111110001000001100111000110111101110001110111101010100000011010001100100111111100110101110011010000100110100100111101110000011111111011101110110000011101001000111,86.60777950286865,83.3575530052185
0.5195195195195195,0.53125,11,0,15,6,0.6428571428571428,161,1100110111100111011000110001111011110110111110001111000011110110001010000101010100100000101100100111111100111000111000100110110000111110011100101011011010101111100011110110111010100111010000011110011011010001001110001011011100111001110010010110100101100100010100000010000010101100011011000111100000111110100100,86.68544292449951,83.62273454666138
0.5270935960591133,0.53125,10,1,14,7,0.6212121212121212,132,0110110011000100011010110110000110110010011011001001100111010010011001011100000010100111001000101000001001110010000100011000000001110101000110001000101111011000000110000111111011000111000000000010110010101000010100011100111010101001000010001011011011110101000010000110101101011010001001101000111000100100010010,84.01046705245972,80.87233114242554
