f1_macro,accuracy,tn,fp,fn,tp,size,vector,wrapper_duration,archive_duration
0.7317647058823529,0.7631578947368421,8,5,4,21,131,0011001011010001000000101001110101100111100110000111010100001000011101100101010110011101101100100000000100011000101010100111010111100000001000010100010111011000001110001000000001101001000011001111100100011001001010110100011001000001100100000100111010101110001011000001101100111010001110001010100100011011000001,121.37641334533691,106.09412789344788
0.719442165709598,0.7631578947368421,7,6,3,22,161,1001110110001001010101111110100011111000011001100110000111011001010011000011011001001011100000010100011010100111011001111011011010101110011111001100001101100001110000001111011010111101100010100001010011000111100110100100011110111111010101100110010100100101111010010010100001011111111001100101001001011011001110,125.8565936088562,110.88610935211182
0.7738095238095237,0.7894736842105263,10,3,5,20,177,0100101011101111111110001100100010001100101000011111100110010010110010110010010100110111001111011100110100111010100000111001100001111001100101011010011001110101010010110100011110101001011110101101101111101100101101111111100010111001101110111000001010000101011101110111101111100111111000110111110111011111010010,124.50029754638672,109.4195442199707
0.8563869992441421,0.868421052631579,11,2,3,22,46,0000000001000000000000000001001000110010010000000000001001000000000000100010010101111011000100000100010001000000000100000000000001010110000000000000000000000010011001000000001000000000000000000000010000000000000001000000100000101000000010000000010000010000100000000000000001100000100000000000000000000000100000,100.84111905097961,88.94965958595276
0.7285714285714285,0.7894736842105263,6,7,1,24,215,1111010111101111010111111101111111010111100010101111101111011111100110001011110101011110111111110100011101111010111010101111111111101110101111001110011111010101000100100111111111100000101111011101111111110100111111100011011011110111101110101111101111010111111011111110101010101011110010111100111110000111110000,131.66993641853333,115.62195920944214
0.7738095238095237,0.7894736842105263,10,3,5,20,54,0000000011000000000000000000000000100011000000000011100000100000000000000010000110001000000000010100000000010001000010000100000000100000011001001000001010011010000000000010000110001100000000000001000000001000100000011010000010000010000100001001100100000000100000000000001000010000000000000000100100010010000000,101.05737042427063,88.60338687896729
0.8509803921568628,0.868421052631579,10,3,2,23,42,0100001100000010000000010000000000000000000000000000000100000000000010000000000100100100000000000000010100000011000000000010000001110000001000000000000110101001110001000010000001000010000011000000001000000000100000000000000000000000000100000000100010010000100000000000000000000000000000001000000100000100000000,109.23392462730408,96.54555702209473
0.7661538461538461,0.7894736842105263,9,4,4,21,80,0100000001100000000110010011000010000110010000010001000101100100000101001101110010011000001000000000010010001000000000000000001011000101101000000111100000100000100001010111000000000000000000000001001001000010000001100100000011000101000001010010000000001001000011000001000001100000011010101000000000010100001100,108.78051257133484,94.4329981803894
0.8048422597212033,0.8157894736842105,11,2,5,20,171,0001110111010110100011111010110111110001000011000010111110111101000111101011000111111110001111100010101000100101100101001001110011101100110110101100100111100101011000111010011110100100001001101011111010100110111000110100000011111011100001110001001111010010101100011100100011100111101101000111000110111111011111,121.00501084327698,106.73126816749573
0.7490829053558328,0.7631578947368421,10,3,6,19,48,0000100000000101010000001000100000000000000000100010000001000000000000000000000100110000000100110000000110010001001001000000000010000000001100100000001011101000010110000000100100010000000000000000100000000000001000000000001000100000000010000000000000000000000000100000000010000010000000000001000000001010010000,97.28853607177734,85.44397521018982
0.6125490196078431,0.6578947368421053,6,7,6,19,36,0000000000000000101000000000110000000000000000000000000000001000001000001010010000000000101000000000000011000110000000000000000000000000100001010110000000001101000000000100000000000000000000000000000000000000000100001100010000000000000000000000000001010000011000100000000000001000000000000000000000000010000001,101.38809823989868,89.2769603729248
0.7964285714285715,0.8421052631578947,7,6,0,25,157,1111101111110010100111100011100101001100010010001010000111110100100101001010011110111010100101111101001111111111010000001101010110001011000100000110110000000001110111010110011000001110000001101010011000011110000000010001111111100110000010111000100011110001111111101111101000110000101101111001011100000110111001,121.00258493423462,106.43908643722534
0.7989417989417991,0.8157894736842105,10,3,4,21,120,0110101000000011000010000010000100110000100110000101100001110011100111001111001101001011011010011010010011001100011010010000010010001100000001010111111101011100100001111001001001000010000001000100010000001000001000110101100000000101011100011011011000011100100000101011110000101011010011001000000110100000001000,113.42046642303467,100.3094584941864
0.7414965986394558,0.7631578947368421,9,4,5,20,159,0100111101110111100111010000110111110000010101111010101111110101001000011001100111111010100100000010101001110111011111001001100111100111101001100101010100011110000000110101111011000010010000101010001000101010111011010010001001100110000101101110111110101100101101000010011101110000101001011100101111010001001001,130.52175664901733,113.86437940597534
0.6607142857142857,0.7368421052631579,5,8,2,23,40,0000100000000000000100000000100000000001000000000011001100010000010001000000011100010000000000000000000000000001000000001010000000000010000000000001000100000100000001000000000000000000000000000001100000000100000100000000000101000000110101000000000000010100000000000100000000000000001100000000000000010010000000,101.45069670677185,88.32143378257751
0.7548387096774194,0.7631578947368421,11,2,7,18,65,0101001000000110000111110001101000000010011100001000010000100000001001000000100100010000000000000000100000111100000000000000010100000001000000100000101001100000000110000011000000000000000000100000100000100110000010000010000000001000000001001000011001010001001000001000000000000000000000110010010000011000000000,108.26210689544678,94.55568981170654
0.7913725490196077,0.8157894736842105,9,4,3,22,221,1011110110110111001111100101111111110101110111111110011111000001110011101111111101110100100100101100110011111101110111011111101101111110101111111111011111111110100011111110010110101111101110111101101111110110101001011111011101010001011111101111100111111111111100111110110101100111011111100000011111101111011101,127.5586941242218,112.49490141868591
0.7797101449275363,0.7894736842105263,11,2,6,19,181,1111001111111100111010111100100011111000011111001111110101010100010101101111011001011001010000111000111101110110111001100100010000010110110011101101101101111000100100010101000101111001101101101101101001001010010100101010110111100001010111001111110100111111111110011100010011110111101011010101111101011100111100,121.70166945457458,106.40229678153992
0.8563869992441421,0.868421052631579,11,2,3,22,58,0100000010010100010010011001000001000010011000110000100000000000000000100000000010101110000000100000000000000000000100000000110110000000000010100000000000000000100010000100000000000000100000000010001000000000110100000000100001100100000010000100000100001000000110100001100101000001000001000011000000000000000000,101.54515314102173,88.49739193916321
0.7661538461538461,0.7894736842105263,9,4,4,21,235,0111110111111011110101111111111111110111101011111111101111011110111110111011101111001100111110111011011010101110011000110000101000011111110111010110110111101110111110111111111110110111110101111111111011001101111101011110111110010111110111111111011111111111111001100111010111111100111111011111011111111010011111,134.67530345916748,118.01452612876892
