f1_macro,accuracy,tn,fp,fn,tp,size,vector,wrapper_duration,archive_duration
0.7942657884540875,0.847457627118644,10,5,4,40,15,0011001101110101111111,94.34156250953674,90.82569599151611
0.8799348799348798,0.9152542372881356,11,4,1,43,6,1001000100000010101000,95.45398378372192,92.12562918663025
0.9142441860465116,0.9322033898305084,14,1,3,41,11,1001110001010011100101,93.29120588302612,90.0097451210022
0.9106060606060606,0.9322033898305084,13,2,2,42,9,0010001010001001010111,95.72556638717651,92.52222752571106
0.8527629233511586,0.8813559322033898,13,2,5,39,12,1000000110110110101111,95.89313912391663,92.59606099128723
0.8026755852842808,0.864406779661017,9,6,2,42,14,1101110010110011111001,99.46650338172913,95.85690140724182
0.8857032158078265,0.9152542372881356,12,3,2,42,17,1010110100111111111111,102.9695816040039,99.31282091140747
0.8731182795698924,0.9152542372881356,10,5,0,44,14,1110001001100111111110,95.0509283542633,91.69132566452026
0.7907801418439717,0.864406779661017,8,7,1,43,3,0010000000000000001001,92.69961714744568,89.43036198616028
0.8026755852842808,0.864406779661017,9,6,2,42,13,1110000101101010111011,97.13189482688904,93.83480501174927
0.865909090909091,0.8983050847457628,12,3,3,41,15,1001111011110110101011,97.60835576057434,94.21750116348267
0.9571220930232558,0.9661016949152542,15,0,2,42,12,1010110101100101101001,98.00903153419495,94.58692669868469
0.839984502130957,0.8813559322033898,11,4,3,41,12,0111000100110100111101,94.01082181930542,90.76059913635254
0.8595238095238094,0.8983050847457628,11,4,2,42,12,1010110100001001111110,96.14915037155151,92.79156947135925
0.8527629233511586,0.8813559322033898,13,2,5,39,12,1001000000111011101111,95.13408970832825,91.8369951248169
0.8223655913978495,0.8813559322033898,9,6,1,43,11,1100010001000101101111,93.93155717849731,90.66570663452148
0.8520066889632107,0.8983050847457628,10,5,1,43,3,1000000000000000101000,92.72742938995361,89.52408909797668
0.8430851063829787,0.8983050847457628,9,6,0,44,13,1110000101001101111011,100.46765613555908,97.02992057800293
0.7907801418439717,0.864406779661017,8,7,1,43,9,1100000010100110001101,94.28105044364929,90.74617981910706
0.8319088319088319,0.8813559322033898,10,5,2,42,9,1010000101000000111011,98.12223529815674,94.70012712478638
0.8126984126984127,0.864406779661017,10,5,3,41,14,0010010100111101111111,98.8559582233429,95.59011173248291
0.8126984126984127,0.864406779661017,10,5,3,41,11,1001111101010010100001,96.04330039024353,92.83995747566223
0.927960927960928,0.9491525423728814,12,3,0,44,15,1101010111011101101101,93.74546885490417,90.47962164878845
0.9368983957219251,0.9491525423728814,15,0,3,41,12,1010010001001111011110,93.1220428943634,89.85587310791016
0.865909090909091,0.8983050847457628,12,3,3,41,11,0010110101110010011100,91.6363787651062,88.32364511489868
0.8026755852842808,0.864406779661017,9,6,2,42,11,1111000110001100100101,99.76214170455933,96.34001660346985
0.9142441860465116,0.9322033898305084,14,1,3,41,11,1010011000010101011110,95.88516283035278,92.44742822647095
0.8731182795698924,0.9152542372881356,10,5,0,44,13,1111110010001000111110,101.7016658782959,98.07641959190369
0.8126984126984127,0.864406779661017,10,5,3,41,8,0010110000010000011101,94.6681957244873,91.49610733985901
0.7907801418439717,0.864406779661017,8,7,1,43,14,1111011111010010001110,98.08641695976257,94.52367687225342
