f1_macro,accuracy,tn,fp,fn,tp,size,vector,wrapper_duration,archive_duration
0.9032999164578113,0.9047619047619048,9,0,0,0,10,0101110000100101111,97.54961347579956,94.17449378967285
0.9355250872278736,0.9365079365079365,9,0,0,0,10,0100011100010101111,96.29429244995117,93.08850383758545
0.8348251581334287,0.8412698412698413,9,0,0,0,5,0100001001100000001,90.4136414527893,87.24074220657349
0.8856384659126809,0.8888888888888888,9,0,0,0,10,0100010111011001011,92.35926699638367,89.16817355155945
0.856109110310791,0.8571428571428571,9,0,0,0,15,1101110101111101111,102.14192748069763,98.84482932090759
0.9038699690402476,0.9047619047619048,8,0,0,0,10,0111110100100001101,95.08952569961548,91.65179634094238
0.9041353383458646,0.9047619047619048,9,0,0,0,13,0110001111110111011,98.38593006134033,94.99507164955139
0.8541816726690676,0.8571428571428571,8,1,0,0,10,0110010100101011101,95.0195984840393,91.83188533782959
0.8029583763329894,0.8095238095238095,9,0,0,0,10,0101010100001101111,97.95008754730225,94.5748565196991
0.7692436974789916,0.7777777777777778,9,0,0,0,13,1100111101111111000,98.30866980552673,94.88380861282349
0.8529657477025899,0.8571428571428571,9,0,0,0,9,0101000001110101011,98.42825508117676,95.22491025924683
0.8894785984569266,0.8888888888888888,9,0,0,0,7,0100000100011110100,94.04433917999268,90.747239112854
0.8297827903091061,0.8412698412698413,9,0,0,0,8,0100100101100101010,97.97830748558044,94.79058527946472
0.9496240601503759,0.9523809523809523,9,0,0,0,9,0100000101101101011,100.0748200416565,96.66832256317139
0.8445537864268514,0.8412698412698413,8,0,0,0,11,1110011010110111000,99.90325331687927,96.23112654685974
0.8685479933600233,0.873015873015873,9,0,0,0,11,1100000100011111111,100.0580542087555,96.29217505455017
0.9194653299916457,0.9206349206349206,9,0,0,0,11,0111000111000111011,101.83745646476746,98.39970517158508
0.8905105902009928,0.8888888888888888,8,0,0,0,14,0111110110010111111,97.69893431663513,93.94867587089539
0.7865497076023392,0.7936507936507936,9,0,0,0,11,0101001101010101111,100.13700771331787,96.80865240097046
0.7000000000000001,0.6984126984126984,8,0,0,0,8,1110100101000000110,93.32500123977661,90.15291285514832
0.8675696594427246,0.873015873015873,9,0,0,0,12,0100001101111111110,92.40329694747925,89.21557927131653
0.9355250872278736,0.9365079365079365,9,0,0,0,12,0100110111110101011,96.38635039329529,93.1518805027008
0.8719821261838068,0.873015873015873,9,0,0,0,5,0100000100101000001,93.54697132110596,90.30887222290039
0.8183006535947712,0.8253968253968254,9,0,0,0,12,1110100011001111101,95.5386872291565,92.11657929420471
0.9204545454545455,0.9206349206349206,9,0,0,0,8,0100010010101101001,103.15444588661194,99.60733008384705
0.8693976141181111,0.873015873015873,8,0,0,0,13,1111010101101101101,97.42035126686096,93.93574094772339
0.9198412698412698,0.9206349206349206,9,0,0,0,12,0110101101000111111,98.85315585136414,95.39979934692383
0.8725490196078433,0.873015873015873,8,1,0,0,7,0100010101001101000,95.5248863697052,92.19653391838074
0.8355880961144119,0.8412698412698413,9,0,0,0,10,0111111100010001001,94.07341980934143,90.68255949020386
0.7946573366188581,0.7936507936507936,8,0,0,0,9,1100011000101101100,101.73038792610168,98.49578619003296
