f1_macro,accuracy,tn,fp,fn,tp,recall,size,vector,wrapper_duration,archive_duration
0.6295797413793103,0.736,25,50,16,159,0.6209523809523809,26,1010100011101100110100100111110000001101010010010000010000011,164.93934559822083,160.34527730941772
0.6262078507509317,0.732,25,50,17,158,0.618095238095238,30,1111000011101101010011000000111001110110110111001011010000000,164.97376441955566,160.11405634880066
0.6261088689025015,0.708,30,45,28,147,0.62,29,1110100111000000100011101110110010010010110001101000110101010,168.09319734573364,163.2647316455841
0.70291146761735,0.776,35,40,16,159,0.6876190476190476,34,0110100110101110010000101101111010101011010110101111010100110,171.1581907272339,166.25160264968872
0.6926958659507019,0.772,33,42,15,160,0.6771428571428572,32,1001000111101100000001111111111011000101010111100010011100010,170.94220280647278,166.1293821334839
0.6603480623665654,0.748,30,45,18,157,0.6485714285714286,33,1100111011111100001100000101111001101001011110100111111000000,168.74363923072815,163.85267996788025
0.5909462776111263,0.712,21,54,18,157,0.5885714285714285,32,0100101111001000111011011011111010011100011000011010010001011,164.00568175315857,159.31787276268005
0.6533333333333333,0.74,30,45,20,155,0.6428571428571428,33,1110101011101100110100111001010010110001000011101011011000111,166.05953741073608,161.34046483039856
0.6746666666666667,0.756,32,43,18,157,0.6619047619047619,31,1101110111101001100111110011111110100100000001001100010100000,162.6615767478943,157.86098551750183
0.6520294540229885,0.752,27,48,14,161,0.64,38,1101011010101111011111000111101001110101010101110101011110100,178.54050207138062,173.25890731811523
0.6103896103896104,0.724,23,52,17,158,0.6047619047619047,26,1001110111101000110111000100011000010001010010010110000000011,160.77067518234253,156.22349524497986
0.6352393524630029,0.748,24,51,12,163,0.6257142857142857,30,1011100111101101000011010100111101000110110110001101010000000,170.29021525382996,165.39925980567932
0.6262928248222366,0.704,31,44,30,145,0.6209523809523809,26,1010010111001000000001011111111010010100010010101000000001101,161.5501561164856,157.26860809326172
0.6890013726835964,0.768,33,42,16,159,0.6742857142857143,28,1110010110101000010100000100111110101000010011000111110000101,161.551171541214,157.08211517333984
0.6485237999598313,0.748,27,48,15,160,0.6371428571428571,38,1110110111100101100101111100111111101010001101111011001100001,167.91314482688904,162.84799218177795
0.6533333333333333,0.74,30,45,20,155,0.6428571428571428,28,1100111111100001000100001110111100100101010110000101010000001,161.41209411621094,156.80051279067993
0.594109441814731,0.716,21,54,17,158,0.5914285714285714,29,1010101111001000100000100011011111111100010000100111010000110,167.460125207901,162.74105215072632
0.6429771505376345,0.728,30,45,23,152,0.6342857142857143,32,1110100111101111011010001001010010010011010111000010101110001,165.1142122745514,160.4420132637024
0.6845197459608183,0.756,35,40,21,154,0.6733333333333333,29,1100010111111100110011011001111101100100110000000010010000010,160.45836091041565,156.13005447387695
0.6569631208967512,0.74,31,44,21,154,0.6466666666666667,31,1100100010111001111010011001001001010100111100001001010111011,165.39960718154907,160.6805341243744
0.60967993754879,0.712,25,50,22,153,0.6038095238095238,30,1010101110101000100111001101011001011001011010101110000000110,166.84735774993896,162.06577920913696
0.6632543103448276,0.76,28,47,13,162,0.6495238095238095,32,1110110101101011011011000111111011010111100110000000110000000,167.2745110988617,162.64832186698914
0.6880671506352087,0.736,43,32,34,141,0.6895238095238095,23,1000100111101000001000010111111010000110010000100000010000110,159.50572514533997,154.89867997169495
0.7193347193347193,0.784,38,37,17,158,0.7047619047619047,25,1110100110101100000000001101110010101001010011000110010000001,162.37916660308838,157.81271243095398
0.719378591954023,0.8,33,42,8,167,0.6971428571428572,33,1100110110010101111111001010111111001100010001111000010000011,166.957204580307,162.142174243927
0.6373658253553814,0.74,26,49,16,159,0.6276190476190476,34,1100010011111001010101000111111000100111110111000111111100000,165.6629457473755,160.91261529922485
0.5959051724137931,0.712,22,53,19,156,0.5923809523809525,34,1100010111001000101010001111011010001111011000111011010111110,171.09700274467468,166.11228609085083
0.6252981782102974,0.716,28,47,24,151,0.6180952380952381,32,1100110111101001111011000001010010100011111101000101110000011,164.20875358581543,159.5487620830536
0.6353809196980096,0.728,28,47,21,154,0.6266666666666667,30,1110001110101100111110001001100101110000000001111100010001011,154.819757938385,150.25717854499817
0.6408045977011494,0.744,26,49,15,160,0.6304761904761904,31,1100011010111011001110001111001011000000010010000101011011111,170.07717514038086,165.21308088302612
