f1_macro,accuracy,tn,fp,fn,tp,size,vector,wrapper_duration,archive_duration
0.6470588235294118,0.9259259259259259,3,11,1,147,13,111011111010111100,164.20121359825134,158.93001985549927
0.6690240452616689,0.9197530864197531,4,10,3,145,9,111010010000110011,157.07259821891785,151.83341073989868
0.7335526315789473,0.9382716049382716,5,9,1,147,15,111110110111111110,165.46250939369202,159.95325303077698
0.7335526315789473,0.9382716049382716,5,9,1,147,7,110001001000110100,149.60290455818176,144.32070803642273
0.7058823529411764,0.9382716049382716,4,10,0,148,10,110110101010110010,156.81554985046387,151.71338820457458
0.6055194805194806,0.9259259259259259,2,12,0,148,16,111111111110110111,167.9870638847351,162.46081233024597
0.7058823529411764,0.9382716049382716,4,10,0,148,10,110111001010110100,167.84604120254517,161.97971153259277
0.6924935289042278,0.9320987654320988,4,10,1,147,10,110110011000110101,164.00116896629333,158.4649143218994
0.7199434229137199,0.9320987654320988,5,9,2,146,12,110010111110111100,167.3309247493744,162.08073496818542
0.658639373871162,0.9135802469135802,4,10,4,144,9,111010110011010000,161.9878900051117,156.61253476142883
0.6585552787890401,0.9320987654320988,3,11,0,148,9,110000001010111110,159.13465571403503,153.8218116760254
0.6365832614322691,0.9197530864197531,3,11,2,146,10,110010011100110101,154.90709972381592,149.6723666191101
0.5736842105263158,0.9012345679012346,2,12,4,144,9,111000101000111010,160.6139144897461,155.20729422569275
0.5964744203870473,0.9197530864197531,2,12,1,147,9,110010111010110000,159.81783723831177,154.3487310409546
0.7199434229137199,0.9320987654320988,5,9,2,146,8,110101001000110100,159.22011494636536,154.2822744846344
0.7199434229137199,0.9320987654320988,5,9,2,146,13,111100111010111110,165.34738993644714,159.62825107574463
0.7199434229137199,0.9320987654320988,5,9,2,146,11,110011111010111000,168.34636092185974,162.87723422050476
0.7335526315789473,0.9382716049382716,5,9,1,147,9,111010010010110010,158.4248526096344,152.8932273387909
0.7058823529411764,0.9382716049382716,4,10,0,148,8,110100010010111000,158.727365732193,153.50488328933716
0.8049498327759198,0.9444444444444444,8,6,3,145,13,110110111011111100,162.89667391777039,157.2869143486023
0.5964744203870473,0.9197530864197531,2,12,1,147,14,111011011011111101,164.55675339698792,159.02513456344604
0.6365832614322691,0.9197530864197531,3,11,2,146,15,111110010111111111,166.2077898979187,160.37926483154297
0.6690240452616689,0.9197530864197531,4,10,3,145,14,111011111011111010,171.4890742301941,165.98869442939758
0.5882352941176471,0.9135802469135802,2,12,2,146,11,111010110010111010,162.7297806739807,156.9775903224945
0.6470588235294118,0.9259259259259259,3,11,1,147,9,110011001000110101,163.08195090293884,157.47218656539917
0.7074051776038531,0.9259259259259259,5,9,3,145,9,110000101010111001,164.30566263198853,158.77403736114502
0.6365832614322691,0.9197530864197531,3,11,2,146,17,111111111111111101,173.28720879554749,167.4274332523346
0.7058823529411764,0.9382716049382716,4,10,0,148,11,110011111000110101,162.08017826080322,156.75168752670288
0.7058823529411764,0.9382716049382716,4,10,0,148,9,110010100010110101,156.59683465957642,151.5652208328247
0.6924935289042278,0.9320987654320988,4,10,1,147,7,110010000010100011,150.81853652000427,145.64548420906067
