f1_macro,accuracy,tn,fp,fn,tp,recall,size,vector,wrapper_duration,archive_duration
0.9294947121034077,0.9333333333333333,15,0,0,0,0.9259259259259259,9,1111001011101,92.8883421421051,90.88727641105652
0.9146969696969697,0.9111111111111111,15,0,0,3,0.9259259259259259,9,1011101100111,94.31106781959534,92.18339323997498
0.9771428571428572,0.9777777777777777,15,0,0,0,0.9814814814814815,7,0011001011101,92.69984650611877,90.87159824371338
0.9333032558839011,0.9333333333333333,15,0,0,1,0.9444444444444445,7,0011001011101,93.2612988948822,90.93301391601562
0.935530303030303,0.9333333333333333,15,0,0,2,0.9444444444444445,6,1010001000111,93.73537611961365,91.51647353172302
0.9797235023041475,0.9777777777777777,15,0,0,1,0.9814814814814815,7,1010110001101,93.94833183288574,91.93256688117981
0.9797235023041475,0.9777777777777777,15,0,0,1,0.9814814814814815,9,1011001101111,94.46612691879272,92.65349674224854
0.9595588235294118,0.9555555555555556,15,0,0,2,0.9629629629629629,8,1110001100111,91.41841506958008,89.44953107833862
0.9771428571428572,0.9777777777777777,15,0,0,0,0.9814814814814815,7,1001001011011,94.69529891014099,92.74204325675964
0.9537037037037037,0.9555555555555556,15,0,0,0,0.9537037037037037,6,1010111000001,93.38590240478516,91.26076006889343
0.9087320139213547,0.9111111111111111,15,0,0,1,0.9074074074074074,7,1101001001011,94.31390595436096,92.03250050544739
0.9146969696969697,0.9111111111111111,15,0,0,3,0.9259259259259259,8,1001100101111,92.3858847618103,90.35449504852295
0.9771428571428572,0.9777777777777777,15,0,0,0,0.9814814814814815,7,0011001011101,92.16838097572327,90.04323101043701
0.9797235023041475,0.9777777777777777,15,0,0,1,0.9814814814814815,3,0000001001001,90.62000823020935,88.47923111915588
0.935530303030303,0.9333333333333333,15,0,0,2,0.9444444444444445,9,1111100011011,93.71363759040833,91.61974096298218
0.9771428571428572,0.9777777777777777,15,0,0,0,0.9814814814814815,7,1100100001111,90.2661714553833,88.40667176246643
0.9563061353573689,0.9555555555555556,15,0,0,1,0.9629629629629629,9,1010111001111,91.00278568267822,89.13875246047974
0.9361024844720497,0.9333333333333333,15,0,0,2,0.9351851851851851,7,0101001011101,92.95172142982483,90.73281717300415
0.9771428571428572,0.9777777777777777,15,0,0,0,0.9814814814814815,9,1011010011111,92.6278235912323,90.50267553329468
0.9537037037037037,0.9555555555555556,15,0,0,0,0.9537037037037037,6,1010111000001,92.17047500610352,90.15471076965332
0.935530303030303,0.9333333333333333,15,0,0,2,0.9444444444444445,9,1101001011111,91.81075549125671,89.70123219490051
0.9146969696969697,0.9111111111111111,15,0,0,3,0.9259259259259259,9,1011101100111,92.65219521522522,90.37079429626465
0.9771428571428572,0.9777777777777777,15,0,0,0,0.9814814814814815,7,0011001011101,91.7295126914978,89.6824939250946
0.9333032558839011,0.9333333333333333,15,0,0,1,0.9444444444444445,7,0011001011101,90.58528065681458,88.78829073905945
0.935530303030303,0.9333333333333333,15,0,0,2,0.9444444444444445,8,1111001001011,91.03754830360413,89.22492718696594
0.9519457245263697,0.9555555555555556,15,0,0,0,0.9537037037037037,7,1110100001011,88.35208225250244,86.36756944656372
0.8902925031957288,0.8888888888888888,15,0,0,3,0.9074074074074074,9,1010111111010,91.01082921028137,88.94818806648254
0.9361024844720497,0.9333333333333333,15,0,0,2,0.9351851851851851,7,0101010001111,87.89994835853577,85.89980959892273
0.9764982373678026,0.9777777777777777,15,0,0,0,0.9722222222222222,9,1110000111111,90.27975130081177,88.48275256156921
0.9314285714285714,0.9333333333333333,15,0,0,0,0.9351851851851851,7,1010111010001,88.788889169693,86.96064233779907
