accuracy_best,accuracy_mean,accuracy_worst,fit_time__best,score_time__best,test_f1_macro__best,test_recall__best,#phenotypes,stddev
0.9638340329229701,0.9439259499237809,0.9239879426430402,30,0.011815751669089795
0.9666478857368229,0.9605130010986844,0.9553877792489507,0.10222353935241699,0.18794190883636475,0.9338353853619203,0.8539514866979656,30,0.0028633115920492823
0.9677306063423201,0.9639844525202442,0.959717253101201,0.1049241304397583,0.18884239196777344,0.9360444335172724,0.8567097026604069,29,0.001960049432754116
0.9705444591561732,0.9662434540634107,0.962967293010677,0.10772550106048584,0.1940415620803833,0.9414447563730294,0.8651408450704225,30,0.0016293377324846036
0.9707623179423613,0.9688706870377152,0.9668643359532731,0.10832479000091552,0.21674883365631104,0.9418635277271251,0.8665492957746478,29,0.0009337525876788709
0.9718445690246126,0.9712094762311684,0.9696786582903721,0.1125070571899414,0.22032830715179444,0.944162289640565,0.8721635367762127,18,0.0004363380090821167
0.9724939196739631,0.9718227987967688,0.9707623179423613,0.1046942949295044,0.19558019638061525,0.9453735533949823,0.8735719874804382,19,0.0005253178677620348
0.97336019006301,0.9725516710332329,0.971195687898508,0.10625574588775635,0.19064154624938964,0.9471160056010988,0.8763888888888889,13,0.00043278104957462585
0.9735766402794603,0.9734105855580913,0.9722774694575129,0.1015695571899414,0.20313892364501954,0.9474475858521922,0.8749804381846635,7,0.00029947978344838127
0.9735766402794603,0.9735549639562657,0.9731432703233139,0.11094872951507569,0.21095004081726074,0.9474475858521922,0.8749804381846635,3,8.578418710985836e-05
0.9735766402794603,0.9735766402794606,0.9735766402794603,0.11563220024108886,0.20157918930053711,0.9474475858521922,0.8749804381846635,1,2.220446049250313e-16
0.9735766402794603,0.9735766402794606,0.9735766402794603,0.12969629764556884,0.22501466274261475,0.9474475858521922,0.8749804381846635,1,2.220446049250313e-16
0.9735766402794603,0.9735766402794606,0.9735766402794603,0.10938076972961426,0.20001676082611083,0.9474475858521922,0.8749804381846635,1,2.220446049250313e-16
0.9735766402794603,0.9735766402794606,0.9735766402794603,0.10469305515289307,0.2047029495239258,0.9474475858521922,0.8749804381846635,1,2.220446049250313e-16

0.9642711590650854,0.9412026055410004,0.9127376961433361,30,0.014822535785453847
0.9642711590650854,0.9591457650568279,0.9540937731827104,0.10279877185821533,0.20187790393829347,0.9276269109894194,0.8216940532081377,30,0.0027201022907709857
0.9642711590650854,0.9617154344811613,0.9577767135250868,0.10157010555267335,0.1937626838684082,0.9276269109894194,0.8216940532081377,28,0.0015261878533694984
