f1_macro_best,f1_macro_mean,f1_macro_worst,accuracy__best,tn__best,fp__best,fn__best,tp__best,recall__best,#phenotypes,stddev
0.9226190476190477,0.805734479625874,0.7242424242424241,0.9230769230769231,26,2,2,22,0.9226190476190477,31,0.04099121396300481
0.9226190476190477,0.8514485436595123,0.8253079507278835,0.9230769230769231,26,2,2,22,0.9226190476190477,15,0.02220971594081703
0.9226190476190477,0.8753893277658418,0.845925925925926,0.9230769230769231,26,2,2,22,0.9226190476190477,14,0.016212153230090433
0.9417693169092944,0.9007949493804887,0.8839285714285714,0.9423076923076923,27,1,2,22,0.9404761904761905,11,0.015652200343829654
0.9421150278293136,0.9214202760717831,0.9035250463821892,0.9423076923076923,26,2,1,23,0.9434523809523809,8,0.01108216624302454
0.9613095238095238,0.9369393977680056,0.922962962962963,0.9615384615384616,27,1,1,23,0.9613095238095238,6,0.011916611621137574
0.9805897723030981,0.9489977580769914,0.9421150278293136,0.9807692307692307,28,0,1,23,0.9791666666666667,4,0.009951197025968568
0.9805897723030981,0.9540116781985809,0.9421150278293136,0.9807692307692307,28,0,1,23,0.9791666666666667,6,0.010750636840043102
0.9807050092764378,0.9616686078128315,0.9422863485016648,0.9807692307692307,27,1,0,24,0.9821428571428572,6,0.007171505846222597
0.9807050092764378,0.9640282591052869,0.9613095238095238,0.9807692307692307,27,1,0,24,0.9821428571428572,4,0.006688982755433682
0.9807050092764378,0.9694405212087662,0.9613095238095238,0.9807692307692307,27,1,0,24,0.9821428571428572,4,0.009506488489772496
0.9807050092764378,0.9733229497210221,0.9613095238095238,0.9807692307692307,27,1,0,24,0.9821428571428572,4,0.009306068643020058
1.0,0.981779738099047,0.9805897723030981,1.0,28,0,0,24,1.0,3,0.00460351162292569
1.0,0.982567670904257,0.9805897723030981,1.0,28,0,0,24,1.0,3,0.005811012003713241

0.8844444444444444,0.8086427109238652,0.7291666666666667,0.8846153846153846,24,4,2,22,0.8869047619047619,23,0.037999617752920954
0.9035250463821892,0.8592772207871624,0.8268590455049944,0.9038461538461539,25,3,2,22,0.9047619047619048,15,0.01835207886381155
0.9226190476190477,0.8775712053085062,0.8629001883239171,0.9230769230769231,26,2,2,22,0.9226190476190477,12,0.01601859003350323
0.9226190476190477,0.894415087964934,0.8830584707646176,0.9230769230769231,26,2,2,22,0.9226190476190477,10,0.012130264297917585
0.922962962962963,0.9143449731113708,0.9029488615154908,0.9230769230769231,25,3,1,23,0.9255952380952381,7,0.009415268094263055
0.9610194902548725,0.9346196466315854,0.9226190476190477,0.9615384615384616,28,0,2,22,0.9583333333333333,6,0.010719801935697425
0.9613095238095238,0.9450246601337673,0.9417693169092944,0.9615384615384616,27,1,1,23,0.9613095238095238,4,0.007046022729998884
0.9613095238095238,0.9474581090906614,0.9421150278293136,0.9615384615384616,27,1,1,23,0.9613095238095238,4,0.00856073021134903
0.9805897723030981,0.9508950571464413,0.9421150278293136,0.9807692307692307,28,0,1,23,0.9791666666666667,5,0.010249313493750193
0.9805897723030981,0.9589165337089008,0.9421150278293136,0.9807692307692307,28,0,1,23,0.9791666666666667,5,0.008213922539722675
0.9805897723030981,0.9628031768026116,0.9610194902548725,0.9807692307692307,28,0,1,23,0.9791666666666667,4,0.005246234095642756
0.9805897723030981,0.9659402226014209,0.9613095238095238,0.9807692307692307,28,0,1,23,0.9791666666666667,3,0.008232371211339781
0.9805897723030981,0.970181877270007,0.9613095238095238,0.9807692307692307,28,0,1,23,0.9791666666666667,3,0.00960608178026274
0.9805897723030981,0.9732667170289789,0.9613095238095238,0.9807692307692307,28,0,1,23,0.9791666666666667,3,0.009354008259847559

0.8846153846153847,0.7980658747646555,0.6881559220389805,0.8846153846153846,23,5,1,23,0.8898809523809523,31,0.04994835925408058
0.9220389805097451,0.8530310854130094,0.8253079507278835,0.9230769230769231,27,1,3,21,0.9196428571428572,15,0.021360936011564337
0.9805897723030981,0.8772691921244609,0.845925925925926,0.9807692307692307,28,0,1,23,0.9791666666666667,15,0.023962656106989007
0.9805897723030981,0.8999778555340626,0.8830584707646176,0.9807692307692307,28,0,1,23,0.9791666666666667,10,0.024620459956994082
0.9805897723030981,0.9348898819862087,0.9220389805097451,0.9807692307692307,28,0,1,23,0.9791666666666667,8,0.018471450407111532
0.9805897723030981,0.9566476126435864,0.9421150278293136,0.9807692307692307,28,0,1,23,0.9791666666666667,4,0.011862699464194137
0.9805897723030981,0.9666847907033523,0.9610194902548725,0.9807692307692307,28,0,1,23,0.9791666666666667,3,0.008671624434317212
0.9805897723030981,0.9709496480563109,0.9613095238095238,0.9807692307692307,28,0,1,23,0.9791666666666667,2,0.009640124246787118
0.9805897723030981,0.9786617474537407,0.9613095238095238,0.9807692307692307,28,0,1,23,0.9791666666666667,2,0.005784074548072272
0.9805897723030981,0.9805897723030981,0.9805897723030981,0.9807692307692307,28,0,1,23,0.9791666666666667,1,0.0
0.9805897723030981,0.9805897723030981,0.9805897723030981,0.9807692307692307,28,0,1,23,0.9791666666666667,1,0.0
0.9805897723030981,0.9805897723030981,0.9805897723030981,0.9807692307692307,28,0,1,23,0.9791666666666667,1,0.0
0.9805897723030981,0.9805897723030981,0.9805897723030981,0.9807692307692307,28,0,1,23,0.9791666666666667,1,0.0
0.9805897723030981,0.9805897723030981,0.9805897723030981,0.9807692307692307,28,0,1,23,0.9791666666666667,1,0.0

0.9035250463821892,0.804939560439061,0.7062146892655368,0.9038461538461539,25,3,2,22,0.9047619047619048,29,0.04465137326802539
