accuracy_best,accuracy_mean,accuracy_worst,fit_time__best,score_time__best,test_f1_macro__best,test_recall_macro__best,#phenotypes,stddev
0.9339260312944525,0.9122901849217638,0.8810099573257467,24,0.01172019933441044
0.9391891891891891,0.9217354196301565,0.9046941678520625,0.0014992713928222655,0.0039012670516967774,0.7221735971383858,0.6679761904761905,23,0.009225760928691892
0.9417496443812233,0.9296799431009959,0.9074679943100994,0.001000189781188965,0.004100966453552246,0.7162103519136126,0.6735294117647059,19,0.007617597691105355
0.9444523470839259,0.9399786628733996,0.9259601706970129,0.0011002302169799804,0.00390169620513916,0.7537594650025758,0.7012675070028012,12,0.005276863410455949
0.9444523470839259,0.943926031294452,0.9339260312944525,0.0012005805969238282,0.004500770568847656,0.7537594650025758,0.7012675070028012,3,0.002083217910006597
0.949715504978663,0.9474348032242769,0.9444523470839259,0.0011003255844116212,0.003900909423828125,0.7599896946366171,0.7041666666666667,3,0.002226066235166683
0.949715504978663,0.9493646277856805,0.9444523470839259,0.0012006521224975585,0.0038001537322998047,0.7599896946366171,0.7041666666666667,3,0.0011233551293742348
0.949715504978663,0.9494523470839262,0.9444523470839259,0.001099872589111328,0.003901076316833496,0.7599896946366171,0.7041666666666667,3,0.0010416089550033733
0.949715504978663,0.949715504978663,0.949715504978663,0.0011002779006958007,0.004400897026062012,0.7599896946366171,0.7041666666666667,1,0.0
0.949715504978663,0.949715504978663,0.949715504978663,0.0010000705718994141,0.004801249504089356,0.7599896946366171,0.7041666666666667,1,0.0
0.949715504978663,0.949715504978663,0.949715504978663,0.0010005712509155273,0.004200649261474609,0.7599896946366171,0.7041666666666667,1,0.0
0.949715504978663,0.949715504978663,0.949715504978663,0.0012000560760498046,0.0040008544921875,0.7599896946366171,0.7041666666666667,1,0.0
0.949715504978663,0.949715504978663,0.949715504978663,0.0012001276016235351,0.004000997543334961,0.7599896946366171,0.7041666666666667,1,0.0
0.949715504978663,0.949715504978663,0.949715504978663,0.0010002374649047852,0.004100632667541504,0.7599896946366171,0.7041666666666667,1,0.0

0.9392603129445234,0.9115742057847318,0.8890469416785207,20,0.008668289361851891
0.9524893314366999,0.9222664770033191,0.9074679943100996,0.0010003328323364257,0.0039008140563964845,0.7958715578495126,0.7360294117647058,20,0.011140864225804166
0.9524893314366999,0.9356875296348981,0.9127311522048362,0.001099371910095215,0.004102730751037597,0.7958715578495126,0.7360294117647058,21,0.01048060576475289
0.9549786628733999,0.9456638217164531,0.9127311522048362,0.001000690460205078,0.004000449180603027,0.8204039439821653,0.7789635854341737,12,0.009914584882174367
0.9549786628733999,0.9540469416785211,0.947226173541963,0.001201462745666504,0.004199886322021484,0.8204039439821653,0.7789635854341737,3,0.002042407934499469
0.9549786628733999,0.9549786628734002,0.9549786628733999,0.0010999202728271484,0.0040006875991821286,0.8204039439821653,0.7789635854341737,1,2.220446049250313e-16
0.9549786628733999,0.9549786628734002,0.9549786628733999,0.0011002779006958007,0.003800821304321289,0.8204039439821653,0.7789635854341737,1,2.220446049250313e-16
0.9549786628733999,0.9549786628734002,0.9549786628733999,0.0010001659393310547,0.003900957107543945,0.8204039439821653,0.7789635854341737,1,2.220446049250313e-16
0.9549786628733999,0.9549786628734002,0.9549786628733999,0.0010002374649047852,0.004600787162780761,0.8204039439821653,0.7789635854341737,1,2.220446049250313e-16
0.9549786628733999,0.9549786628734002,0.9549786628733999,0.0011999130249023438,0.004100871086120605,0.8204039439821653,0.7789635854341737,1,2.220446049250313e-16
0.9549786628733999,0.9549786628734002,0.9549786628733999,0.0011002779006958007,0.004100823402404785,0.8204039439821653,0.7789635854341737,1,2.220446049250313e-16
0.9549786628733999,0.9549786628734002,0.9549786628733999,0.0013003110885620116,0.004200959205627441,0.8204039439821653,0.7789635854341737,1,2.220446049250313e-16
0.9549786628733999,0.9549786628734002,0.9549786628733999,0.0010005474090576173,0.004100322723388672,0.8204039439821653,0.7789635854341737,1,2.220446049250313e-16
0.9549786628733999,0.9549786628734002,0.9549786628733999,0.0012002944946289062,0.0041008472442626955,0.8204039439821653,0.7789635854341737,1,2.220446049250313e-16

0.9286628733997155,0.9116477003319107,0.8941678520625889,20,0.007180768446872218
0.9286628733997155,0.9165007112375534,0.9046941678520627,0.001099705696105957,0.004001808166503906,0.6012554474487718,0.5791666666666667,21,0.006619045335317214
0.9312233285917497,0.920592697961119,0.9073968705547651,0.0016008377075195312,0.0040006875991821286,0.6351968048779741,0.6110714285714286,21,0.0067845683848402226
0.9312233285917497,0.925592697961119,0.9073968705547651,0.0011002540588378907,0.004200959205627441,0.6351968048779741,0.6110714285714286,13,0.007080156596064292
0.9312233285917497,0.928411569464201,0.9100995732574679,0.001500248908996582,0.004000997543334961,0.6351968048779741,0.6110714285714286,8,0.0059386911319089615
0.9366287339971551,0.9351185395922236,0.9100995732574679,0.0012002706527709961,0.00400083065032959,0.6782520688288289,0.6402380952380952,5,0.00529620305917666
0.9366287339971551,0.9366287339971547,0.9366287339971551,0.0015004873275756836,0.0040007829666137695,0.6782520688288289,0.6402380952380952,1,3.3306690738754696e-16
0.9366287339971551,0.9366287339971547,0.9366287339971551,0.0012001752853393554,0.003900909423828125,0.6782520688288289,0.6402380952380952,1,3.3306690738754696e-16
0.9366287339971551,0.9366287339971547,0.9366287339971551,0.0012005329132080077,0.004001045227050781,0.6782520688288289,0.6402380952380952,1,3.3306690738754696e-16
0.9366287339971551,0.9366287339971547,0.9366287339971551,0.0013006925582885742,0.0039006948471069338,0.6782520688288289,0.6402380952380952,1,3.3306690738754696e-16
0.9366287339971551,0.9366287339971547,0.9366287339971551,0.0015003681182861328,0.0041008472442626955,0.6782520688288289,0.6402380952380952,1,3.3306690738754696e-16
0.9366287339971551,0.9366287339971547,0.9366287339971551,0.0013005495071411132,0.004100608825683594,0.6782520688288289,0.6402380952380952,1,3.3306690738754696e-16
0.9366287339971551,0.9366287339971547,0.9366287339971551,0.001300215721130371,0.0040008783340454105,0.6782520688288289,0.6402380952380952,1,3.3306690738754696e-16
0.9366287339971551,0.9366287339971547,0.9366287339971551,0.0013003587722778321,0.00400075912475586,0.6782520688288289,0.6402380952380952,1,3.3306690738754696e-16

0.9259601706970129,0.911669037458511,0.8941678520625891,16,0.0072924092718094965
0.9523470839260314,0.9235467045993361,0.9100995732574679,0.0011002779006958007,0.004100894927978516,0.7607137491083753,0.7208333333333333,21,0.00891607376697896
0.9523470839260314,0.9283807491702228,0.9153627311522048,0.001100301742553711,0.003800821304321289,0.7607137491083753,0.7208333333333333,22,0.008347830104934045
0.9523470839260314,0.9402015173067806,0.9153627311522048,0.0010002851486206055,0.003800845146179199,0.7607137491083753,0.7208333333333333,21,0.01174720564721636
0.9524182076813655,0.94857515410147,0.9259601706970129,0.0009999513626098634,0.003800702095031738,0.7901788265826845,0.7319047619047618,12,0.006408522249766288
0.9576813655761025,0.9553840682788053,0.9496443812233286,0.0010008096694946289,0.004000067710876465,0.8164661605076416,0.7762675070028011,5,0.003120063851186359
0.9576813655761025,0.9573257467994313,0.9523470839260314,0.0010003328323364257,0.0037008047103881834,0.8164661605076416,0.7762675070028011,2,0.0013306036226080824
0.9576813655761025,0.9576813655761026,0.9576813655761025,0.001100444793701172,0.003700709342956543,0.8164661605076416,0.7762675070028011,1,1.1102230246251565e-16
0.9576813655761025,0.9576813655761026,0.9576813655761025,0.0010000705718994141,0.003000688552856445,0.8164661605076416,0.7762675070028011,1,1.1102230246251565e-16
0.9576813655761025,0.9576813655761026,0.9576813655761025,0.0011006832122802735,0.0037995338439941405,0.8164661605076416,0.7762675070028011,1,1.1102230246251565e-16
0.9576813655761025,0.9576813655761026,0.9576813655761025,0.0010003089904785157,0.0039008378982543944,0.8164661605076416,0.7762675070028011,1,1.1102230246251565e-16
0.9576813655761025,0.9576813655761026,0.9576813655761025,0.0006997108459472657,0.004001235961914063,0.8164661605076416,0.7762675070028011,1,1.1102230246251565e-16
0.9576813655761025,0.9576813655761026,0.9576813655761025,0.0007001638412475586,0.0037009477615356444,0.8164661605076416,0.7762675070028011,1,1.1102230246251565e-16
0.9576813655761025,0.9576813655761026,0.9576813655761025,0.0010007143020629883,0.004000639915466309,0.8164661605076416,0.7762675070028011,1,1.1102230246251565e-16

0.9418918918918919,0.8827287814129917,0.0,24,0.16418788012209592
0.9418918918918919,0.9228947368421052,0.9073968705547651,0.0011006832122802735,0.004000449180603027,0.7229158506062515,0.6846428571428571,22,0.010901926150552537
0.9444523470839259,0.9331318160265529,0.9127311522048365,0.001000213623046875,0.003900885581970215,0.7371101934217974,0.7013095238095238,20,0.00910202690808562
0.9471550497866288,0.9388667614983405,0.9180654338549074,0.0010004758834838868,0.003700923919677734,0.734343059215594,0.6875,14,0.007178702897919391
0.9471550497866288,0.9456401137980087,0.9392603129445234,0.0010001659393310547,0.0038009405136108397,0.734343059215594,0.6875,8,0.0022389979592623683
0.9471550497866288,0.946616880037933,0.9418207681365575,0.001200103759765625,0.0041011333465576175,0.734343059215594,0.6875,3,0.0012778128184092435
0.9471550497866288,0.947064959696539,0.9444523470839259,0.001000189781188965,0.003601837158203125,0.734343059215594,0.6875,2,0.00048514998262476496
0.9471550497866288,0.947064959696539,0.9444523470839259,0.0010004281997680665,0.003800630569458008,0.734343059215594,0.6875,2,0.00048514998262476496
0.9471550497866288,0.9471550497866291,0.9471550497866288,0.0011001825332641602,0.004301214218139648,0.734343059215594,0.6875,1,3.3306690738754696e-16
0.9471550497866288,0.9471550497866291,0.9471550497866288,0.001100301742553711,0.004000973701477051,0.734343059215594,0.6875,1,3.3306690738754696e-16
0.9471550497866288,0.9471550497866291,0.9471550497866288,0.0011002779006958007,0.004401302337646485,0.734343059215594,0.6875,1,3.3306690738754696e-16
0.9471550497866288,0.9471550497866291,0.9471550497866288,0.0011002540588378907,0.004200983047485352,0.734343059215594,0.6875,1,3.3306690738754696e-16
0.9471550497866288,0.9471550497866291,0.9471550497866288,0.0010985851287841797,0.0039025306701660155,0.734343059215594,0.6875,1,3.3306690738754696e-16
0.9471550497866288,0.9471550497866291,0.9471550497866288,0.001000189781188965,0.0039009332656860353,0.734343059215594,0.6875,1,3.3306690738754696e-16

0.9285917496443812,0.9105855855855858,0.8942389758179232,21,0.006941816572535079
0.9285917496443812,0.9148364153627313,0.9046230440967282,0.0013003349304199219,0.0042009115219116214,0.6161785630066549,0.5902380952380952,22,0.006541339074310152
0.931294452347084,0.9184660976766239,0.9073968705547651,0.0011003255844116212,0.004400968551635742,0.6352150038740817,0.6110714285714286,19,0.007135110258162478
0.931294452347084,0.9244807965860599,0.9074679943100994,0.001099872589111328,0.004001450538635254,0.6352150038740817,0.6110714285714286,16,0.006973692975559527
