accuracy_best,accuracy_mean,accuracy_worst,fit_time__best,score_time__best,test_f1_macro__best,test_recall_macro__best,#phenotypes,stddev
0.8933333333333333,0.8104444444444445,0.0,16,0.15356681097196345
0.8933333333333333,0.8548888888888889,0.8033333333333333,0.0007007122039794922,0.002499699592590332,0.6707070707070708,0.7,12,0.02245544284979136
0.8933333333333333,0.8776666666666668,0.8233333333333333,0.0006000518798828125,0.002300596237182617,0.6707070707070708,0.7,10,0.020943486568134478
0.8933333333333333,0.8861111111111112,0.8400000000000001,0.0009001731872558594,0.0026005983352661135,0.6707070707070708,0.7,7,0.01435227000585577
0.8933333333333333,0.890777777777778,0.8566666666666667,0.0006995916366577149,0.002400803565979004,0.6707070707070708,0.7,4,0.008105020544371948
0.8933333333333333,0.8920000000000001,0.8699999999999999,0.0007001638412475586,0.002600216865539551,0.6707070707070708,0.7,3,0.005062571444397572
0.8933333333333333,0.8920000000000001,0.8699999999999999,0.0006006717681884766,0.002499890327453613,0.6707070707070708,0.7,3,0.005062571444397572
0.8933333333333333,0.8920000000000001,0.8699999999999999,0.0009000301361083984,0.0028005599975585937,0.6707070707070708,0.7,3,0.005062571444397572
0.8933333333333333,0.892777777777778,0.8766666666666667,0.0006013154983520508,0.002300000190734863,0.6707070707070708,0.7,2,0.002991758226185826
0.8933333333333333,0.8933333333333334,0.8933333333333333,0.0006003379821777344,0.002400326728820801,0.6707070707070708,0.7,1,1.1102230246251565e-16
0.8933333333333333,0.8933333333333334,0.8933333333333333,0.0005990028381347656,0.0024014949798583985,0.6707070707070708,0.7,1,1.1102230246251565e-16
0.8933333333333333,0.8933333333333334,0.8933333333333333,0.0006005525588989258,0.0023996829986572266,0.6707070707070708,0.7,1,1.1102230246251565e-16
0.8933333333333333,0.8933333333333334,0.8933333333333333,0.0007002115249633789,0.0022004365921020506,0.6707070707070708,0.7,1,1.1102230246251565e-16
0.8933333333333333,0.8933333333333334,0.8933333333333333,0.0007985830307006836,0.002401566505432129,0.6707070707070708,0.7,1,1.1102230246251565e-16

0.8966666666666667,0.8455555555555556,0.77,16,0.028614077516124218
0.9133333333333333,0.8711111111111111,0.8233333333333335,0.0006002187728881836,0.002400636672973633,0.7909090909090909,0.8300000000000001,17,0.025594173719717173
0.9133333333333333,0.8870000000000001,0.8266666666666665,0.0006002902984619141,0.0026006460189819335,0.7909090909090909,0.8300000000000001,10,0.020698004913696565
0.9133333333333333,0.8978888888888888,0.86,0.0006990909576416015,0.002201271057128906,0.7909090909090909,0.8300000000000001,9,0.012575205861898892
0.9333333333333332,0.9192222222222224,0.8966666666666667,0.0005000829696655273,0.002300548553466797,0.8464646464646464,0.8800000000000001,8,0.01073876099251305
0.9333333333333332,0.9303333333333333,0.9133333333333333,0.0004000663757324219,0.002500486373901367,0.8464646464646464,0.8800000000000001,5,0.006741249472052175
0.9333333333333332,0.9326666666666666,0.9133333333333334,0.0006001710891723633,0.0023005008697509766,0.8464646464646464,0.8800000000000001,2,0.0035901098714229665
0.9333333333333332,0.9327777777777778,0.9166666666666667,0.000800323486328125,0.002300262451171875,0.8464646464646464,0.8800000000000001,2,0.0029917582261858055
0.9333333333333332,0.9333333333333333,0.9333333333333332,0.0008004426956176758,0.002399635314941406,0.8464646464646464,0.8800000000000001,1,1.1102230246251565e-16
0.9333333333333332,0.9333333333333333,0.9333333333333332,0.000700688362121582,0.0024003982543945312,0.8464646464646464,0.8800000000000001,1,1.1102230246251565e-16
0.9333333333333332,0.9333333333333333,0.9333333333333332,0.0008996963500976562,0.0024010896682739257,0.8464646464646464,0.8800000000000001,1,1.1102230246251565e-16
0.9333333333333332,0.9333333333333333,0.9333333333333332,0.0005001544952392579,0.0024993181228637694,0.8464646464646464,0.8800000000000001,1,1.1102230246251565e-16
0.9333333333333332,0.9333333333333333,0.9333333333333332,0.000400090217590332,0.002500581741333008,0.8464646464646464,0.8800000000000001,1,1.1102230246251565e-16
0.9333333333333332,0.9333333333333333,0.9333333333333332,0.0006001949310302735,0.0022000551223754885,0.8464646464646464,0.8800000000000001,1,1.1102230246251565e-16

0.8966666666666665,0.8262222222222221,0.7799999999999999,19,0.028722598321199746
0.9066666666666666,0.8670000000000001,0.7899999999999999,0.0005004644393920898,0.0025993824005126954,0.7242424242424244,0.74,13,0.0315682681747915
