accuracy_best,accuracy_mean,accuracy_worst,fit_time__best,score_time__best,test_f1_macro__best,test_recall__best,#phenotypes,stddev
0.5681318681318681,0.5238095238095238,0.4807692307692307,28,0.024007209756699423
0.5785714285714285,0.5504395604395604,0.5131868131868131,0.06881556510925294,0.10302329063415527,0.5777372795178103,0.6087912087912087,29,0.017375962800454094
0.5796703296703296,0.5614102564102564,0.5351648351648352,0.08541927337646485,0.12682898044586183,0.57731967794634,0.6395604395604395,25,0.011833557131046165
0.5807692307692307,0.5685347985347986,0.5521978021978022,0.07171571254730225,0.1097256898880005,0.5800080523617017,0.601098901098901,23,0.0065365887263573
0.621978021978022,0.5883882783882782,0.573076923076923,0.07491683959960938,0.11262562274932861,0.62155335140078,0.6131868131868132,25,0.009883731493600929
0.621978021978022,0.6028388278388277,0.5884615384615384,0.07656786441802979,0.11875765323638916,0.62155335140078,0.6131868131868132,28,0.007450521536752444
0.621978021978022,0.6077838827838827,0.5917582417582418,0.07813036441802979,0.11719574928283691,0.62155335140078,0.6131868131868132,27,0.006853953619513241
0.621978021978022,0.6118315018315017,0.5950549450549449,0.07813241481781005,0.1265702724456787,0.62155335140078,0.6131868131868132,23,0.005460947582907886
0.6225274725274726,0.6145054945054944,0.6038461538461538,0.07656733989715576,0.1328218936920166,0.6217617101787776,0.6373626373626372,23,0.0048621458330659825
0.6225274725274726,0.6151648351648352,0.6038461538461538,0.0781320571899414,0.1250089645385742,0.6217617101787776,0.6373626373626372,27,0.0050489692341363634
0.6225274725274726,0.616868131868132,0.6071428571428572,0.0750042200088501,0.11407163143157958,0.6217617101787776,0.6373626373626372,24,0.004324400392584388
0.6225274725274726,0.6174542124542126,0.6093406593406593,0.07656369209289551,0.11563832759857177,0.6217617101787776,0.6373626373626372,22,0.003963879433445203
0.6269230769230769,0.6185714285714287,0.6098901098901099,0.07656674385070801,0.11250820159912109,0.6254267636898563,0.6747252747252748,23,0.0042640572365119905
0.6269230769230769,0.6187728937728938,0.6104395604395604,0.07812895774841308,0.12032144069671631,0.6254267636898563,0.6747252747252748,23,0.004027846889370312

0.5769230769230769,0.5313553113553113,0.49120879120879124,26,0.027010746597941965
0.5769230769230769,0.5443589743589744,0.510989010989011,0.07656910419464111,0.1156322717666626,0.576389824393984,0.578021978021978,27,0.019039833573728075
0.5802197802197802,0.5589926739926739,0.5340659340659341,0.08125507831573486,0.1328223705291748,0.5797869369682612,0.5681318681318681,25,0.013632932467742742
0.5912087912087911,0.5722893772893773,0.5494505494505495,0.09531643390655517,0.14220004081726073,0.5884958842719287,0.6494505494505495,24,0.010451779366787225
0.6186813186813186,0.5975824175824176,0.5758241758241758,0.0984459638595581,0.14063525199890137,0.6180202385040321,0.642857142857143,26,0.009627778511564619
0.6214285714285713,0.6105128205128204,0.5972527472527471,0.09262795448303222,0.13751571178436278,0.6202286555959692,0.6637362637362637,26,0.006629530670998503
0.6296703296703295,0.6180769230769232,0.6087912087912087,0.09375686645507812,0.13750882148742677,0.6288483736035066,0.6439560439560439,23,0.004957960367927758
0.6296703296703295,0.6220512820512822,0.6104395604395604,0.09375431537628173,0.15001220703125,0.6288483736035066,0.6439560439560439,25,0.00465518625120376
0.6346153846153846,0.6263003663003663,0.6164835164835164,0.09531857967376708,0.14688563346862793,0.634057884984849,0.6472527472527474,26,0.004849988377166604
0.6395604395604397,0.631007326007326,0.6208791208791208,0.09642102718353271,0.1680378198623657,0.6389253800266126,0.6538461538461539,28,0.0045853798221762035
0.6456043956043956,0.6363186813186814,0.6214285714285713,0.09532177448272705,0.1525341272354126,0.6447928181734814,0.667032967032967,29,0.005943808986998206
0.6461538461538463,0.6412087912087914,0.6214285714285713,0.09482011795043946,0.14533398151397706,0.6455203485216895,0.6659340659340659,19,0.005771410716699199
0.6467032967032967,0.6427289377289379,0.6214285714285713,0.09632148742675781,0.16363728046417236,0.6459369918640755,0.665934065934066,14,0.0059815010435842215
0.6467032967032967,0.6437912087912089,0.6214285714285713,0.09375672340393067,0.13907182216644287,0.6459369918640755,0.665934065934066,11,0.005553076101432681

0.5846153846153846,0.5254578754578755,0.4895604395604395,29,0.02690113980061851
0.5857142857142856,0.5599450549450549,0.5181318681318681,0.10469510555267333,0.15469772815704347,0.5849308072237396,0.6197802197802198,27,0.017305133830318654
0.6032967032967033,0.5785164835164835,0.5653846153846154,0.10156943798065185,0.15626053810119628,0.6002302368567276,0.6857142857142857,25,0.008727274385412955
0.6104395604395604,0.5941575091575093,0.5708791208791207,0.1109395980834961,0.16564152240753174,0.6080426133182885,0.6747252747252748,27,0.009697434679847546
0.6181318681318683,0.6060622710622711,0.5956043956043956,0.11406965255737304,0.18907601833343507,0.6164135546731117,0.6780219780219781,24,0.005458643651226612
0.6285714285714284,0.6175091575091575,0.6027472527472526,0.11719532012939453,0.19532623291015624,0.6263971579603774,0.6956043956043957,26,0.005908800734727603
0.6318681318681317,0.6226007326007326,0.6098901098901098,0.10938243865966797,0.16563642024993896,0.629179947958707,0.7065934065934066,22,0.00559924588033759
0.6340659340659341,0.626941391941392,0.6164835164835164,0.11563549041748047,0.18751254081726074,0.6316114705207132,0.7087912087912087,22,0.004780500461915236
0.6340659340659341,0.6303479853479852,0.6181318681318682,0.11250805854797363,0.18751261234283448,0.6316114705207132,0.7087912087912087,12,0.004444968538380911
0.6340659340659341,0.6316300366300366,0.6181318681318682,0.11502621173858643,0.19364335536956787,0.6316114705207132,0.7087912087912087,10,0.004257641062046209
0.6340659340659341,0.632051282051282,0.6181318681318682,0.1126244068145752,0.18434269428253175,0.6316114705207132,0.7087912087912087,8,0.004080592656889006
0.6340659340659341,0.6327655677655677,0.6225274725274726,0.11372408866882325,0.20074684619903566,0.6316114705207132,0.7087912087912087,5,0.003364633865078915
0.6340659340659341,0.6328021978021978,0.6225274725274726,0.1118269681930542,0.17033779621124268,0.6316114705207132,0.7087912087912087,5,0.0032634155809943815
0.6340659340659341,0.633021978021978,0.6225274725274726,0.11192448139190674,0.1810434103012085,0.6316114705207132,0.7087912087912087,5,0.002956670276935624

0.5857142857142856,0.5243223443223444,0.48571428571428577,28,0.028240879297240874
0.5972527472527472,0.5604212454212454,0.5313186813186813,0.04871084690093994,0.07731754779815674,0.5941021092805305,0.6824175824175824,29,0.017890210764926348
0.5994505494505494,0.5754212454212454,0.5423076923076924,0.06241440773010254,0.09532089233398437,0.5956600397036469,0.6912087912087912,26,0.013766949851373264
0.6027472527472527,0.5872527472527473,0.5659340659340658,0.06911468505859375,0.10522453784942627,0.5964000825098481,0.7153846153846155,26,0.009727395724923541
0.612087912087912,0.60010989010989,0.5813186813186813,0.07321789264678955,0.11032388210296631,0.6071083720583897,0.7098901098901098,28,0.006332442412925193
0.6450549450549452,0.6369230769230769,0.6247252747252747,0.06941583156585693,0.10932507514953613,0.6444476523394274,0.6747252747252748,25,0.005182341152769958
0.65989010989011,0.6492124542124543,0.6379120879120879,0.06791415214538574,0.101723313331604,0.6588506534881722,0.7021978021978023,25,0.005198401047624646
0.6620879120879122,0.6522893772893774,0.6439560439560439,0.07011711597442627,0.11122450828552247,0.6601856546606859,0.7241758241758243,26,0.004184691119352431
0.665934065934066,0.6562087912087914,0.6439560439560441,0.06861546039581298,0.10402343273162842,0.6647324284141086,0.710989010989011,24,0.005012061288782957
0.6697802197802198,0.6598901098901099,0.6505494505494506,0.06841530799865722,0.10402467250823974,0.6679737136849507,0.7142857142857143,23,0.004553041353353864
0.6708791208791209,0.6633882783882784,0.653846153846154,0.06851472854614257,0.10372359752655029,0.6693026404515429,0.7175824175824176,18,0.004626454832392957
0.6708791208791209,0.6649450549450548,0.6571428571428573,0.0686155080795288,0.10312347412109375,0.6693026404515429,0.7175824175824176,19,0.004097982790021086
0.6763736263736264,0.6679670329670327,0.6604395604395604,0.06971883773803711,0.10922205448150635,0.6746745406316722,0.7307692307692308,21,0.0043499228828410485
0.6835164835164835,0.6727106227106227,0.6620879120879122,0.06941654682159423,0.10442311763763427,0.682460705504049,0.7274725274725276,24,0.004876061917155661

0.5741758241758241,0.5254761904761905,0.4703296703296703,29,0.02741073025188382
0.5999999999999999,0.5695054945054945,0.5346153846153846,0.09063427448272705,0.14844486713409424,0.5990583419263652,0.6307692307692307,25,0.01697244950456241
0.5999999999999999,0.5828388278388278,0.554945054945055,0.09063248634338379,0.1328192710876465,0.5990583419263652,0.6307692307692307,28,0.010183561933331002
0.6,0.5871611721611721,0.5604395604395603,0.09375593662261963,0.1359475374221802,0.5984535677645946,0.6560439560439562,24,0.008040877097112566
0.6016483516483515,0.5921062271062271,0.5802197802197802,0.09375631809234619,0.15469846725463868,0.5980869595252336,0.6802197802197802,27,0.006002996966052373
0.6131868131868131,0.6004029304029304,0.5917582417582417,0.0796933650970459,0.12344598770141602,0.610995447531561,0.6582417582417582,25,0.004887605510365124
0.6208791208791209,0.6089743589743589,0.595054945054945,0.08281805515289306,0.11406984329223632,0.6197645887550305,0.6516483516483518,26,0.006072747496231644
0.6258241758241759,0.6148534798534798,0.5999999999999999,0.07813098430633544,0.11563215255737305,0.6252715159701899,0.6538461538461539,27,0.007075596725373292
0.6390109890109891,0.6238278388278389,0.6126373626373628,0.08125696182250977,0.14219577312469484,0.6368606207733183,0.7065934065934065,24,0.005378787556662491
0.6461538461538462,0.6297985347985349,0.6148351648351648,0.08437643051147461,0.13318068981170655,0.6448308309742681,0.6901098901098901,26,0.0068592372196876715
0.6467032967032966,0.6350915750915751,0.6208791208791209,0.07656891345977783,0.12344527244567871,0.6455484861358342,0.6802197802197801,25,0.007960693869828839
0.6527472527472528,0.6393040293040293,0.6208791208791209,0.0828160285949707,0.13438587188720702,0.6517536985144438,0.6923076923076923,27,0.007491805198891252
0.6527472527472528,0.6413369963369964,0.6247252747252746,0.07969238758087158,0.11719691753387451,0.6517536985144438,0.6923076923076923,24,0.0068445504818374055
0.6527472527472528,0.6430402930402931,0.6247252747252746,0.07969138622283936,0.1250103235244751,0.6517536985144438,0.6923076923076923,23,0.00647533682405265

0.5802197802197802,0.5315750915750916,0.4697802197802198,28,0.029302678540296966
0.6010989010989011,0.5620329670329671,0.5274725274725274,0.10313141345977783,0.1625115156173706,0.5992991496716232,0.6571428571428573,28,0.017848462246272515
0.6010989010989011,0.5785897435897437,0.560989010989011,0.10469465255737305,0.1859501838684082,0.5992991496716232,0.6571428571428573,27,0.008956193770891642
0.6010989010989011,0.5853296703296704,0.5681318681318681,0.10781950950622558,0.1671992301940918,0.5992991496716232,0.6571428571428573,26,0.007472190791811966
0.612087912087912,0.5904212454212455,0.5791208791208791,0.1046954870223999,0.14844636917114257,0.6104949310356005,0.6549450549450548,24,0.006386691379645475
0.612087912087912,0.5997252747252746,0.5884615384615384,0.10313165187835693,0.1546985149383545,0.6104949310356005,0.6549450549450548,21,0.005501369339148572
0.6131868131868131,0.6026923076923077,0.5890109890109889,0.10354318618774414,0.16094770431518554,0.6118673190627844,0.6615384615384615,25,0.005591362422152699
0.6175824175824175,0.6059706959706959,0.5989010989010989,0.10157005786895752,0.15313560962677003,0.6153022907659951,0.6846153846153846,25,0.0045898766019157105
0.6225274725274724,0.6124908424908425,0.5989010989010989,0.10469396114349365,0.15001099109649657,0.6202317470903239,0.6868131868131868,23,0.00524129618634016
0.634065934065934,0.6168131868131865,0.5989010989010989,0.10313122272491455,0.1437596559524536,0.632550541242936,0.6857142857142857,23,0.006433656922150984
