accuracy_best,accuracy_mean,accuracy_worst,f1_macro__best,tn__best,fp__best,fn__best,tp__best,recall__best,#phenotypes,stddev
0.8692857142857142,0.6354685151163169,0.2375,0.8465459423205901,29,2,11,46,0.8712507074136955,94,0.15201556216325735
0.8692857142857142,0.6521924373542097,0.2375,0.8465459423205901,29,2,11,46,0.8712507074136955,109,0.14853583171797566
0.8441919191919192,0.666922740719575,0.2375,0.9263392857142858,29,2,4,53,0.9326542161856253,118,0.1411755909766432
0.8551136363636364,0.6896588035444612,0.2375,0.9372772630078403,28,3,2,55,0.9340690435766836,124,0.13023769452883707
0.8551136363636364,0.7531835954365478,0.5892045454545455,0.9372772630078403,28,3,2,55,0.9340690435766836,127,0.05297953360496685
0.8551136363636364,0.7531835954365478,0.5892045454545455,0.9372772630078403,28,3,2,55,0.9340690435766836,127,0.05297953360496685
0.8571969696969697,0.7789361375930759,0.6396464646464647,0.9381935665121506,29,2,3,54,0.9414261460101867,102,0.03553486571762013
0.8662337662337662,0.7899790412293695,0.6305303030303031,0.9501980758347481,29,2,2,55,0.9501980758347481,93,0.032965082246017255
0.8667832167832168,0.8007302080272855,0.7230519480519481,0.9501980758347481,29,2,2,55,0.9501980758347481,84,0.023520925624671247
0.8667832167832168,0.8049975061158573,0.7338286713286712,0.9501980758347481,29,2,2,55,0.9501980758347481,89,0.025827807054773583
0.8667832167832168,0.8073082137118128,0.6710227272727273,0.9501980758347481,29,2,2,55,0.9501980758347481,83,0.025518726138948997
0.8674242424242424,0.8082947424028499,0.6706550802139037,0.9501980758347481,29,2,2,55,0.9501980758347481,78,0.03297411588827204
0.8690909090909091,0.8088039687673009,0.6509848484848486,0.9501980758347481,29,2,2,55,0.9501980758347481,89,0.033061163594633236
0.8674242424242424,0.8195774105624338,0.7025974025974026,0.9501980758347481,29,2,2,55,0.9501980758347481,86,0.030309886744318622

0.8551136363636364,0.7513616444350807,0.5892045454545455,0.7776300039898922,27,4,15,42,0.8039049235993209,126,0.052466872349211685
0.8551136363636364,0.7456027253506392,0.5725,0.7776300039898922,27,4,15,42,0.8039049235993209,125,0.05442784878276418
0.8551136363636364,0.7439960588803965,0.5725,0.7776300039898922,27,4,15,42,0.8039049235993209,127,0.053384214041545065
0.8346590909090909,0.7370500503030606,0.5725,0.7435082140964493,26,5,17,40,0.7702320316921336,129,0.054482343829887744
0.8329545454545454,0.7309517152601628,0.5725,0.9074380165289255,24,7,0,57,0.8870967741935484,125,0.05386731066357311
0.8329545454545454,0.7309517152601628,0.5725,0.9074380165289255,24,7,0,57,0.8870967741935484,125,0.05386731066357311
0.8342914438502673,0.7573751428567246,0.6181818181818182,0.9074380165289255,24,7,0,57,0.8870967741935484,114,0.045530258438457455
0.8331709956709956,0.7760963410823969,0.6198863636363636,0.9091847265221877,25,6,1,56,0.8944538766270514,105,0.03442214033920482
0.8336722488038277,0.7896715818558918,0.6417832167832168,0.9074380165289255,24,7,0,57,0.8870967741935484,98,0.026517687376791672
0.8438995215311005,0.7990928082230394,0.7017045454545454,0.9214285714285715,25,6,0,57,0.9032258064516129,85,0.024782697199403368
0.8441919191919192,0.8010457401888468,0.6897727272727272,0.9214285714285715,25,6,0,57,0.9032258064516129,77,0.02752027231831809
0.8441919191919192,0.8027612117825265,0.6821428571428572,0.9214285714285715,25,6,0,57,0.9032258064516129,87,0.029190305474298964
0.8433982683982684,0.8055235273449312,0.671439393939394,0.9214285714285715,25,6,0,57,0.9032258064516129,77,0.024952332483064034
0.8445187165775401,0.8053049899554537,0.6795454545454546,0.9214285714285715,25,6,0,57,0.9032258064516129,83,0.027496267751574866

0.8329545454545454,0.7315036299734166,0.5725,0.7616535994297933,21,10,9,48,0.7597623089983021,124,0.05261626291503944
0.8329545454545454,0.73342144763832,0.610551948051948,0.7616535994297933,21,10,9,48,0.7597623089983021,119,0.050046638529654575
0.8248484848484848,0.7338318700447488,0.610551948051948,0.7822859970311726,16,15,0,57,0.7580645161290323,118,0.0491040445690523
0.8248484848484848,0.7369820097528219,0.6203030303030304,0.7822859970311726,16,15,0,57,0.7580645161290323,117,0.04435097271370295
0.8146212121212122,0.7363126289868468,0.6622377622377622,0.8852672750977835,25,6,3,54,0.8769100169779287,103,0.03403548307165377
0.8146212121212122,0.7363126289868468,0.6622377622377622,0.8852672750977835,25,6,3,54,0.8769100169779287,103,0.03403548307165377
0.8142045454545455,0.7493033157882297,0.6628787878787878,0.8852672750977835,25,6,3,54,0.8769100169779287,103,0.029770927944680507
0.8138368983957219,0.7597142860399163,0.6904904306220095,0.8870990734141125,26,5,4,53,0.8842671194114318,98,0.02517018422975786
0.8244318181818181,0.7702030320921022,0.68125,0.8988505747126436,26,5,3,54,0.8930390492359932,87,0.023805180244612846
0.8265151515151514,0.7756106119685717,0.68125,0.8988505747126436,26,5,3,54,0.8930390492359932,78,0.022640528122900565
0.8258741258741258,0.7779682226923589,0.6902272727272727,0.8988505747126436,26,5,3,54,0.8930390492359932,89,0.025743506070367284
0.8361013986013985,0.7824216231300707,0.6923701298701298,0.910763436187165,26,5,2,55,0.9018109790605546,84,0.021686229186518732
0.8258741258741258,0.7877916219930069,0.7004545454545454,0.8971361776738749,25,6,2,55,0.8856819468024901,87,0.02084341400912877
0.8258741258741258,0.7925408796261619,0.6907828282828282,0.8971361776738749,25,6,2,55,0.8856819468024901,74,0.023210764741009676

0.8146212121212122,0.7357290802485456,0.6424242424242425,0.8060606060606061,25,6,10,47,0.8155065082059989,110,0.03653636216561131
0.8146212121212122,0.7374126658372512,0.639354066985646,0.8060606060606061,25,6,10,47,0.8155065082059989,116,0.03761413753419863
0.8146212121212122,0.7376887290856905,0.639354066985646,0.8060606060606061,25,6,10,47,0.8155065082059989,117,0.03811442565792645
0.8146212121212122,0.738992745893616,0.639354066985646,0.8060606060606061,25,6,10,47,0.8155065082059989,115,0.03878458026977371
0.8138368983957219,0.744139928782331,0.639354066985646,0.8870990734141125,26,5,4,53,0.8842671194114318,108,0.03975596703017124
0.8138368983957219,0.744139928782331,0.639354066985646,0.8870990734141125,26,5,4,53,0.8842671194114318,108,0.03975596703017124
0.8272727272727272,0.7633018269540244,0.6509848484848486,0.8988505747126436,26,5,3,54,0.8930390492359932,92,0.03088769514116929
0.8367424242424242,0.7782712480879226,0.7115641711229946,0.910763436187165,26,5,2,55,0.9018109790605546,75,0.020018005070372703
0.8346590909090909,0.7837252824523445,0.6431818181818182,0.910763436187165,26,5,2,55,0.9018109790605546,67,0.019372645403963162
0.8258741258741258,0.7859494195811255,0.6816666666666668,0.8988505747126436,26,5,3,54,0.8930390492359932,66,0.018262504569815156
0.8395202020202019,0.7854319248411548,0.693560606060606,0.910763436187165,26,5,2,55,0.9018109790605546,74,0.021884398760048628
0.8571969696969697,0.7872385709211593,0.6929195804195803,0.9362595972765464,27,4,1,56,0.9267119411431806,74,0.023001650655342983
0.8477272727272727,0.7930816554231802,0.701010101010101,0.9241379310344827,27,4,2,55,0.9179400113186191,69,0.01874269529832777
0.8477272727272727,0.79417672206964,0.6738636363636363,0.9228521332554062,26,5,1,56,0.9105829088851161,73,0.025260021771549002

0.8138368983957219,0.7457224156739822,0.6301136363636364,0.707641196013289,12,19,0,57,0.6935483870967742,111,0.038823567518881816
0.8142045454545455,0.7438886929052052,0.6096590909090909,0.878508973768983,22,9,0,57,0.8548387096774194,109,0.03889342150444913
0.8336722488038277,0.7436685122545603,0.6096590909090909,0.9091847265221877,25,6,1,56,0.8944538766270514,115,0.03994211673276637
0.8336722488038277,0.7433205843210985,0.6084090909090909,0.9091847265221877,25,6,1,56,0.8944538766270514,117,0.04175842944815617
0.8336722488038277,0.7426641933252768,0.588510101010101,0.9091847265221877,25,6,1,56,0.8944538766270514,117,0.04776189730366404
0.8336722488038277,0.7426641933252768,0.588510101010101,0.9091847265221877,25,6,1,56,0.8944538766270514,117,0.04776189730366404
0.8258741258741258,0.7626420970598167,0.6301136363636364,0.9030303030303031,29,2,6,51,0.9151103565365025,101,0.03423036289243339
0.8457792207792207,0.772666843841847,0.6096590909090909,0.9252971137521222,28,3,3,54,0.9252971137521222,102,0.030628695228247228
0.8258741258741258,0.7827116027863693,0.6805555555555556,0.9017857142857142,28,3,5,52,0.9077532541029993,99,0.02865287715547881
0.8258741258741258,0.7875246471056911,0.6291267942583733,0.9017857142857142,28,3,5,52,0.9077532541029993,83,0.02958573355832077
0.8346590909090909,0.794137885209177,0.6904904306220095,0.9134709931170109,28,3,4,53,0.9165251839275608,75,0.02156069056399165
0.8342914438502673,0.7951003017236912,0.6816666666666668,0.9134709931170109,28,3,4,53,0.9165251839275608,83,0.02343237425565865
0.8431818181818181,0.797660014482982,0.7123484848484849,0.9214285714285715,25,6,0,57,0.9032258064516129,76,0.023325965791884923
0.8438995215311005,0.7987374890452946,0.7037878787878787,0.9214285714285715,25,6,0,57,0.9032258064516129,76,0.022225288549350564

0.8438995215311005,0.7489454891944402,0.588510101010101,0.9252971137521222,28,3,3,54,0.9252971137521222,123,0.05068062232769421
0.8438995215311005,0.7543967571738547,0.588510101010101,0.9252971137521222,28,3,3,54,0.9252971137521222,126,0.051481463445665364
0.8681818181818182,0.7599152108392124,0.588510101010101,0.9494252873563218,28,3,1,56,0.9428409734012451,124,0.05240099244480703
0.8681818181818182,0.7706690894095846,0.588510101010101,0.9494252873563218,28,3,1,56,0.9428409734012451,119,0.052515372662700184
0.8681818181818182,0.7960643033164471,0.7119318181818182,0.9494252873563218,28,3,1,56,0.9428409734012451,113,0.04290779229021456
0.8681818181818182,0.7960643033164471,0.7119318181818182,0.9494252873563218,28,3,1,56,0.9428409734012451,113,0.04290779229021456
