accuracy_best,accuracy_mean,accuracy_worst,f1_macro__best,tn__best,fp__best,fn__best,tp__best,recall__best,#phenotypes,stddev
1.8727767358287063e+261,-1.1889226696835051e+268,-1.1889226706198936e+270,0.5621259104348453,65,110,5,84,0.6576243980738363,198,inf
8.447472804305805e+252,-1.1889226706198935e+268,-1.1889226706198936e+270,0.691904274784964,100,75,6,83,0.7520064205457464,197,inf
8.447472804305805e+252,-1.1889226706198935e+268,-1.1889226706198936e+270,0.691904274784964,100,75,6,83,0.7520064205457464,197,inf
4.999550090522268e+228,2.4998118389734585e+226,1.5060797819322061e-307,0.5857839961998532,70,105,4,85,0.6775280898876405,195,inf
0.7075358851674641,0.579886488013969,0.3973086124401914,0.7740259740259741,125,50,8,81,0.812199036918138,177,0.06347223075411909
0.7075358851674641,0.579886488013969,0.3973086124401914,0.7740259740259741,125,50,8,81,0.812199036918138,177,0.06347223075411909
0.7104437229437229,0.6074551498447087,0.46549043062200957,0.7750235471765814,130,45,12,77,0.8040128410914928,166,0.05056038211738108
0.7104437229437229,0.6273868764548284,0.42799043062200964,0.7750235471765814,130,45,12,77,0.8040128410914928,160,0.04293070462603247
0.7034090909090909,0.6402197212057115,0.5568181818181818,0.7678515537670467,128,47,12,77,0.7982985553772071,158,0.03035019549764332
0.7032114624505929,0.6495001228996401,0.5112121212121212,0.7720374083451637,121,54,5,84,0.8176243980738362,157,0.03194110167376934
0.7072727272727273,0.6590213156904491,0.5657575757575758,0.7756549258629784,122,53,5,84,0.8204815409309791,154,0.03094342632408516
0.7132575757575758,0.6665543946363012,0.5431818181818182,0.7793169333651779,130,45,11,78,0.8096308186195826,140,0.028008639050813543
0.714354066985646,0.6686024424857674,0.5600296442687747,0.7786163522012579,131,44,12,77,0.8068699839486356,143,0.031638572640043786
0.7248737373737373,0.6772295744930795,0.5816919191919192,0.7914598703331098,131,44,9,80,0.8237239165329053,140,0.027533620859909014

0.7104437229437229,0.6035060854961558,0.423051948051948,0.7584489143853024,115,60,3,86,0.8117174959871589,168,0.05224969208062593
0.7104437229437229,0.602425916141498,0.423051948051948,0.7584489143853024,115,60,3,86,0.8117174959871589,169,0.05331365379611468
0.7104437229437229,0.5989071054966618,0.423051948051948,0.7584489143853024,115,60,3,86,0.8117174959871589,173,0.05471495320291453
0.7078282828282828,0.5903739410003394,0.423051948051948,0.7452631578947368,117,58,8,81,0.7893418940609952,169,0.05968867736914046
0.7096818181818182,0.5708940484174633,0.39488636363636365,0.7776300039898922,126,49,8,81,0.8150561797752809,169,0.06314863593904246
0.7096818181818182,0.5708940484174633,0.39488636363636365,0.7776300039898922,126,49,8,81,0.8150561797752809,169,0.06314863593904246
0.7234848484848484,0.6033774662514496,0.4511363636363636,0.7926711811163631,129,46,7,82,0.8292455858747994,169,0.05569973532217002
0.7306818181818181,0.6238742385601443,0.5227272727272727,0.7980531265467743,134,41,10,79,0.826677367576244,170,0.05138312584665128
0.7274891774891774,0.6431834545823965,0.5029904306220095,0.7974025974025974,128,47,5,84,0.8376243980738363,163,0.04963525475215868
0.7316919191919191,0.6601678258471586,0.5329545454545455,0.7987052790527307,133,42,9,80,0.829438202247191,164,0.04235923194088333
