f1_macro_best,f1_macro_mean,f1_macro_worst,accuracy__best,tn__best,fp__best,fn__best,tp__best,recall__best,#phenotypes,stddev
0.9698961204155183,0.31297849109268117,0.0,11,0.44287278088464044
0.9698961204155183,0.6239673962074916,0.0,19,0.44314853668315146
0.9775067321400285,0.9387593453931486,0.7376086956521739,24,0.047228713499951176
0.9775067321400285,0.9387593453931486,0.7376086956521739,0.9788732394366197,87,2,1,52,0.9793300826796693,24,0.047228713499951176
0.9775067321400285,0.9387593453931486,0.7376086956521739,0.9788732394366197,87,2,1,52,0.9793300826796693,24,0.047228713499951176
0.9775067321400285,0.9573404392847584,0.9009816016735503,0.9788732394366197,87,2,1,52,0.9793300826796693,17,0.018136971924254754
0.9924447991487098,0.9731989062634478,0.9478899082568807,0.9929577464788732,89,0,1,52,0.9905660377358491,9,0.00808885199631361
0.9924447991487098,0.9784333572037902,0.9625112202333809,0.9929577464788732,89,0,1,52,0.9905660377358491,8,0.006040381499920688
0.9924447991487098,0.9814270230345865,0.9698961204155183,0.9929577464788732,89,0,1,52,0.9905660377358491,6,0.006346668657330186
0.9924447991487098,0.9826824966356169,0.9698961204155183,0.9929577464788732,89,0,1,52,0.9905660377358491,6,0.007027568865400125
0.9924447991487098,0.9836801455800356,0.9698961204155183,0.9929577464788732,89,0,1,52,0.9905660377358491,6,0.007271936869805637
0.9924447991487098,0.9844376143955095,0.9698961204155183,0.9929577464788732,89,0,1,52,0.9905660377358491,6,0.007227514385745683
0.9924447991487098,0.9844376143955095,0.9698961204155183,0.9929577464788732,89,0,1,52,0.9905660377358491,6,0.007227514385745683
0.9924447991487098,0.9854237051417342,0.9698961204155183,0.9929577464788732,89,0,1,52,0.9905660377358491,6,0.006971962318935961

0.9694031458737341,0.31351751812956696,0.0,10,0.4435961641598537
0.9694031458737341,0.6277890386620506,0.0,14,0.44419277676547003
0.9694031458737341,0.9415350471960606,0.8938034188034188,16,0.019621012854124435
0.9694031458737341,0.9415350471960606,0.8938034188034188,0.971830985915493,89,0,4,49,0.9622641509433962,16,0.019621012854124435
0.9694031458737341,0.9415350471960606,0.8938034188034188,0.971830985915493,89,0,4,49,0.9622641509433962,16,0.019621012854124435
0.9694031458737341,0.9509869770335857,0.9109717868338558,0.971830985915493,89,0,4,49,0.9622641509433962,16,0.013891808619052185
0.9694031458737341,0.9645236220901412,0.953695652173913,0.971830985915493,89,0,4,49,0.9622641509433962,7,0.006136134701268072
0.9694031458737341,0.9678373196428001,0.953695652173913,0.971830985915493,89,0,4,49,0.9622641509433962,3,0.003730870815328519
0.9771496003862039,0.9683560955701173,0.953695652173913,0.9788732394366197,89,0,3,50,0.9716981132075472,4,0.003903637899598839
0.9771496003862039,0.9686228098466791,0.953695652173913,0.9788732394366197,89,0,3,50,0.9716981132075472,5,0.004210486651902781
