accuracy_best,accuracy_mean,accuracy_worst,f1_macro__best,tn__best,fp__best,fn__best,tp__best,recall__best,#phenotypes,stddev
0.8644444444444445,0.774561836829674,0.6757911025145069,0.7802836549639618,5,6,1,123,0.7232404692082112,194,0.04440423133917334
0.8644444444444445,0.7810011712139752,0.6757911025145069,0.7802836549639618,5,6,1,123,0.7232404692082112,183,0.046033202493072224
0.8644444444444445,0.7869283928175409,0.6757911025145069,0.7802836549639618,5,6,1,123,0.7232404692082112,171,0.04646742998238952
0.8644444444444445,0.801084160263666,0.6757911025145069,0.7802836549639618,5,6,1,123,0.7232404692082112,145,0.04587475773996118
0.8644444444444445,0.8336379967254967,0.7858333333333333,0.7802836549639618,5,6,1,123,0.7232404692082112,59,0.014317698956119734
0.8644444444444445,0.8336379967254967,0.7858333333333333,0.7802836549639618,5,6,1,123,0.7232404692082112,59,0.014317698956119734
0.8742857142857143,0.8391551004551004,0.7943589743589744,0.8214285714285714,6,5,1,123,0.7686950146627566,60,0.012639572181006677
0.8711111111111112,0.8435753135753136,0.7833333333333333,0.8214285714285714,6,5,1,123,0.7686950146627566,62,0.012264430597671544
0.8766666666666667,0.8468090215340216,0.7977777777777778,0.47876447876447875,0,11,0,124,0.5,59,0.011946397694473572
0.8766666666666667,0.8487601578976579,0.7883333333333333,0.47876447876447875,0,11,0,124,0.5,58,0.01364448571362091
0.8766666666666667,0.8521207306582306,0.8058333333333334,0.47876447876447875,0,11,0,124,0.5,56,0.012276019744632424
0.9266666666666666,0.854881438006438,0.8209523809523809,0.47876447876447875,0,11,0,124,0.5,52,0.012012767043790002
0.8766666666666667,0.854447027972028,0.8033333333333335,0.47876447876447875,0,11,0,124,0.5,55,0.012159265896321454
0.9266666666666666,0.8596606948606949,0.8244444444444444,0.47876447876447875,0,11,0,124,0.5,48,0.010569468319949243

0.8804761904761904,0.8351171328671327,0.7858333333333333,0.8809523809523809,7,4,0,124,0.8181818181818181,63,0.014561877111870907
0.8804761904761904,0.8363183538683537,0.7858333333333333,0.8809523809523809,7,4,0,124,0.8181818181818181,65,0.014807636139632504
0.8876190476190475,0.8377600690975691,0.7858333333333333,0.8809523809523809,7,4,0,124,0.8181818181818181,68,0.015383684885333674
0.8876190476190475,0.8386038628038628,0.7858333333333333,0.8809523809523809,7,4,0,124,0.8181818181818181,74,0.016828460461370758
0.8876190476190475,0.845165628815629,0.7977777777777778,0.8809523809523809,7,4,0,124,0.8181818181818181,72,0.015886164850009606
0.8876190476190475,0.845165628815629,0.7977777777777778,0.8809523809523809,7,4,0,124,0.8181818181818181,72,0.015886164850009606
0.8816666666666666,0.8512858835608835,0.809090909090909,0.8809523809523809,7,4,0,124,0.8181818181818181,68,0.014856299885743168
0.8824242424242423,0.8538109681984681,0.8124999999999999,0.8809523809523809,7,4,0,124,0.8181818181818181,63,0.014893864946790576
0.8858333333333333,0.8582908452658452,0.811111111111111,0.8809523809523809,7,4,0,124,0.8181818181818181,67,0.014803847417719033
0.8858333333333333,0.8632968358030857,0.8224242424242424,0.8809523809523809,7,4,0,124,0.8181818181818181,60,0.013705168452740713
0.8899999999999999,0.866374553918304,0.8044444444444445,0.8809523809523809,7,4,0,124,0.8181818181818181,64,0.013780289110881298
0.8916666666666666,0.8689151653901654,0.8258333333333333,0.8584608932690292,7,4,1,123,0.8141495601173021,58,0.012300767654750666
0.8916666666666666,0.8716430458430457,0.8233333333333334,0.8584608932690292,7,4,1,123,0.8141495601173021,52,0.011453374463150045
