f1_macro_best,f1_macro_mean,f1_macro_worst,accuracy__best,tn__best,fp__best,fn__best,tp__best,recall__best,#phenotypes,stddev
0.9563061353573689,0.2929975831264573,0.0,9,0.4193946083129174
0.9563061353573689,0.5791917487752017,0.0,14,0.4182206689706803
0.9563061353573689,0.8301282369546958,0.24608062709966405,20,0.15964479092583025
0.9563061353573689,0.8301282369546958,0.24608062709966405,0.9555555555555556,15,0,0,1,0.9629629629629629,20,0.15964479092583025
0.9563061353573689,0.8301282369546958,0.24608062709966405,0.9555555555555556,15,0,0,1,0.9629629629629629,20,0.15964479092583025
0.9797235023041475,0.9099703961939344,0.4801698249974112,0.9777777777777777,15,0,0,1,0.9814814814814815,12,0.09033749512310378
0.9797235023041475,0.9424748127513781,0.9118589743589743,0.9777777777777777,15,0,0,1,0.9814814814814815,6,0.0178829155100781
0.9797235023041475,0.9439614244073445,0.9118589743589743,0.9777777777777777,15,0,0,1,0.9814814814814815,6,0.01902568647825735
0.9797235023041475,0.9514838928202305,0.9118589743589743,0.9777777777777777,15,0,0,1,0.9814814814814815,6,0.020840541557106733
0.9797235023041475,0.9568457664691061,0.9118589743589743,0.9777777777777777,15,0,0,1,0.9814814814814815,6,0.021911578807744927
0.9797235023041475,0.9575605758532701,0.9118589743589743,0.9777777777777777,15,0,0,1,0.9814814814814815,6,0.020751408259090994
0.9797235023041475,0.9583411547514962,0.9118589743589743,0.9777777777777777,15,0,0,1,0.9814814814814815,6,0.021126579568151158
0.9797235023041475,0.9591217336497222,0.9118589743589743,0.9777777777777777,15,0,0,1,0.9814814814814815,6,0.021466839006492378
0.9797235023041475,0.9591217336497222,0.9118589743589743,0.9777777777777777,15,0,0,1,0.9814814814814815,6,0.021466839006492378

0.9797235023041475,0.2838499347085576,0.0,10,0.4096650195149096
1.0,0.5542128323995705,0.0,18,0.41259915078712245
1.0,0.837193684066115,0.5,25,0.15289849342609646
1.0,0.837193684066115,0.5,1.0,15,0,0,0,1.0,25,0.15289849342609646
1.0,0.837193684066115,0.5,1.0,15,0,0,0,1.0,25,0.15289849342609646
1.0,0.9647444160144925,0.8678282828282828,1.0,15,0,0,0,1.0,13,0.038342830538455
1.0,0.9972104454685099,0.9771428571428572,1.0,15,0,0,0,1.0,3,0.00712369197700386
1.0,1.0,1.0,1.0,15,0,0,0,1.0,1,0.0
1.0,1.0,1.0,1.0,15,0,0,0,1.0,1,0.0
1.0,1.0,1.0,1.0,15,0,0,0,1.0,1,0.0
1.0,1.0,1.0,1.0,15,0,0,0,1.0,1,0.0
1.0,1.0,1.0,1.0,15,0,0,0,1.0,1,0.0
1.0,1.0,1.0,1.0,15,0,0,0,1.0,1,0.0
1.0,1.0,1.0,1.0,15,0,0,0,1.0,1,0.0

0.9595588235294118,0.2930214371860482,0.0,11,0.41682686723385787
0.9595588235294118,0.5635690194397626,0.0,16,0.41819756909404293
0.9595588235294118,0.8640234218204774,0.2694805194805195,21,0.1373613885198398
0.9595588235294118,0.8640234218204774,0.2694805194805195,0.9555555555555556,15,0,0,2,0.9629629629629629,21,0.1373613885198398
0.9595588235294118,0.8640234218204774,0.2694805194805195,0.9555555555555556,15,0,0,2,0.9629629629629629,21,0.1373613885198398
0.9595588235294118,0.9275784735091261,0.7724358974358975,0.9555555555555556,15,0,0,2,0.9629629629629629,13,0.036523459743460586
0.9595588235294118,0.954951075121379,0.9151929158760278,0.9555555555555556,15,0,0,2,0.9629629629629629,6,0.010680110977356216
