f1_macro_best,f1_macro_mean,f1_macro_worst,accuracy__best,tn__best,fp__best,fn__best,tp__best,recall__best,#phenotypes,stddev
0.8846153846153847,0.8098851231673001,0.7291666666666667,0.8846153846153846,23,5,1,23,0.8898809523809523,28,0.03744168020123302
0.8846153846153847,0.8479177523664684,0.8263450834879407,0.8846153846153846,23,5,1,23,0.8898809523809523,11,0.012861616561481893
0.8846153846153847,0.858141850563388,0.8440779610194902,0.8846153846153846,23,5,1,23,0.8898809523809523,12,0.01148139835306971
0.9035250463821892,0.870425924780772,0.8629001883239171,0.9038461538461539,25,3,2,22,0.9047619047619048,11,0.010556226714837998
0.922962962962963,0.8940107583743503,0.8839285714285714,0.9230769230769231,25,3,1,23,0.9255952380952381,10,0.01078020130651952
0.9613095238095238,0.9255681238081281,0.9226190476190477,0.9615384615384616,27,1,1,23,0.9613095238095238,7,0.007711708757178791
0.9613095238095238,0.9329712214741488,0.922962962962963,0.9615384615384616,27,1,1,23,0.9613095238095238,6,0.011638208064945765
0.9807050092764378,0.9464217346197529,0.9421150278293136,0.9807692307692307,27,1,0,24,0.9821428571428572,6,0.008817195559366097
0.9807050092764378,0.9506821739322092,0.9422863485016648,0.9807692307692307,27,1,0,24,0.9821428571428572,6,0.01157212398218699
0.9807050092764378,0.9613807906458415,0.9422863485016648,0.9807692307692307,27,1,0,24,0.9821428571428572,6,0.008586736132576657
1.0,0.9668482668439237,0.9613095238095238,1.0,28,0,0,24,1.0,5,0.009449785440082419
1.0,0.9714667460152023,0.9614814814814816,1.0,28,0,0,24,1.0,4,0.011032263729788145
1.0,0.9779972605056593,0.9614814814814816,1.0,28,0,0,24,1.0,4,0.009429585946009653
1.0,0.9830134939448649,0.9805897723030981,1.0,28,0,0,24,1.0,3,0.006272742251353936

0.8641284061216872,0.8000890836220946,0.7242424242424241,0.8653846153846154,25,3,4,20,0.8630952380952381,20,0.03130699901517574
0.8818181818181817,0.8391369234008798,0.8237288135593219,0.8846153846153846,27,1,5,19,0.8779761904761905,9,0.015996103806315314
0.8830584707646176,0.8556423817938804,0.8440779610194902,0.8846153846153846,26,2,4,20,0.8809523809523809,7,0.010928548229835983
0.8844444444444444,0.8660272399753158,0.8641284061216872,0.8846153846153846,24,4,2,22,0.8869047619047619,4,0.005708604035750359
0.8844444444444444,0.8697884471249734,0.8641284061216872,0.8846153846153846,24,4,2,22,0.8869047619047619,4,0.008655561893663096
0.9226190476190477,0.8876191911870462,0.8830584707646176,0.9230769230769231,26,2,2,22,0.9226190476190477,9,0.00910333574697066
0.9417693169092944,0.9115173666149992,0.9035250463821892,0.9423076923076923,27,1,2,22,0.9404761904761905,6,0.01009980601802658
0.9417693169092944,0.9287815253263182,0.9226190476190477,0.9423076923076923,27,1,2,22,0.9404761904761905,3,0.008910117660740633
0.9614814814814816,0.9441358635167912,0.9417693169092944,0.9615384615384616,26,2,0,24,0.9642857142857143,5,0.006282285837388426
0.9807050092764378,0.9501312901787827,0.9417693169092944,0.9807692307692307,27,1,0,24,0.9821428571428572,7,0.010918513253614343
0.9807050092764378,0.959406916036452,0.9422863485016648,0.9807692307692307,27,1,0,24,0.9821428571428572,6,0.010310760114515385
