f1_macro,accuracy,tn,fp,fn,tp,recall,size,vector
0.7655502392344498,0.8367346938775511,7,5,3,34,0.7511261261261262,22,1111111111111111111111
0.8721961398017737,0.8979591836734694,11,1,4,33,0.9042792792792793,22,1111111111111111111111
0.8115384615384615,0.8775510204081632,7,5,1,36,0.7781531531531531,22,1111111111111111111111
0.8896396396396397,0.9183673469387755,10,2,2,35,0.8896396396396397,22,1111111111111111111111
0.7583561643835617,0.8163265306122449,8,4,5,32,0.7657657657657657,22,1111111111111111111111
0.8241626794258373,0.8775510204081632,8,4,2,35,0.8063063063063063,22,1111111111111111111111
0.8827751196172249,0.9183673469387755,9,3,1,36,0.8614864864864865,22,1111111111111111111111
0.6265243902439024,0.7959183673469388,3,9,1,36,0.6114864864864865,22,1111111111111111111111
0.7792792792792793,0.8367346938775511,8,4,4,33,0.7792792792792793,22,1111111111111111111111
0.8484848484848485,0.8979591836734694,8,4,1,36,0.8198198198198199,22,1111111111111111111111
0.7655502392344498,0.8367346938775511,7,5,3,34,0.7511261261261262,22,1111111111111111111111
0.8721961398017737,0.8979591836734694,11,1,4,33,0.9042792792792793,22,1111111111111111111111
0.8115384615384615,0.8775510204081632,7,5,1,36,0.7781531531531531,22,1111111111111111111111
0.8896396396396397,0.9183673469387755,10,2,2,35,0.8896396396396397,22,1111111111111111111111
0.7583561643835617,0.8163265306122449,8,4,5,32,0.7657657657657657,22,1111111111111111111111
0.8241626794258373,0.8775510204081632,8,4,2,35,0.8063063063063063,22,1111111111111111111111
0.8827751196172249,0.9183673469387755,9,3,1,36,0.8614864864864865,22,1111111111111111111111
0.6265243902439024,0.7959183673469388,3,9,1,36,0.6114864864864865,22,1111111111111111111111
0.7792792792792793,0.8367346938775511,8,4,4,33,0.7792792792792793,22,1111111111111111111111
0.8484848484848485,0.8979591836734694,8,4,1,36,0.8198198198198199,22,1111111111111111111111
0.7655502392344498,0.8367346938775511,7,5,3,34,0.7511261261261262,22,1111111111111111111111
0.8721961398017737,0.8979591836734694,11,1,4,33,0.9042792792792793,22,1111111111111111111111
0.8115384615384615,0.8775510204081632,7,5,1,36,0.7781531531531531,22,1111111111111111111111
0.8896396396396397,0.9183673469387755,10,2,2,35,0.8896396396396397,22,1111111111111111111111
0.7583561643835617,0.8163265306122449,8,4,5,32,0.7657657657657657,22,1111111111111111111111
0.8241626794258373,0.8775510204081632,8,4,2,35,0.8063063063063063,22,1111111111111111111111
0.8827751196172249,0.9183673469387755,9,3,1,36,0.8614864864864865,22,1111111111111111111111
0.6265243902439024,0.7959183673469388,3,9,1,36,0.6114864864864865,22,1111111111111111111111
0.7792792792792793,0.8367346938775511,8,4,4,33,0.7792792792792793,22,1111111111111111111111
0.8484848484848485,0.8979591836734694,8,4,1,36,0.8198198198198199,22,1111111111111111111111
