f1_macro,accuracy,tn,fp,fn,tp,recall,size,vector
0.8519007603041217,0.8490566037735849,5,0,0,0,0.8469387755102041,19,1111111111111111111
0.8433749257278669,0.8490566037735849,8,0,0,0,0.8469387755102041,19,1111111111111111111
0.830501161328229,0.8301886792452831,6,0,0,0,0.8316326530612245,19,1111111111111111111
0.9209183673469389,0.9245283018867925,8,0,0,0,0.9260204081632654,19,1111111111111111111
0.8642418505863885,0.8679245283018868,8,0,0,0,0.8647959183673469,19,1111111111111111111
0.8461930226636108,0.8490566037735849,8,0,0,0,0.8443877551020408,19,1111111111111111111
0.8096459096459095,0.8113207547169812,7,0,1,0,0.8163265306122449,19,1111111111111111111
0.8652230122818357,0.8679245283018868,8,0,0,0,0.8673469387755102,19,1111111111111111111
0.7592041944983122,0.7547169811320755,6,0,0,0,0.7602040816326531,19,1111111111111111111
0.8270038784744668,0.8301886792452831,8,0,0,0,0.8316326530612245,19,1111111111111111111
0.8519007603041217,0.8490566037735849,5,0,0,0,0.8469387755102041,19,1111111111111111111
0.8433749257278669,0.8490566037735849,8,0,0,0,0.8469387755102041,19,1111111111111111111
0.830501161328229,0.8301886792452831,6,0,0,0,0.8316326530612245,19,1111111111111111111
0.9209183673469389,0.9245283018867925,8,0,0,0,0.9260204081632654,19,1111111111111111111
0.8642418505863885,0.8679245283018868,8,0,0,0,0.8647959183673469,19,1111111111111111111
0.8461930226636108,0.8490566037735849,8,0,0,0,0.8443877551020408,19,1111111111111111111
0.8096459096459095,0.8113207547169812,7,0,1,0,0.8163265306122449,19,1111111111111111111
0.8652230122818357,0.8679245283018868,8,0,0,0,0.8673469387755102,19,1111111111111111111
0.7592041944983122,0.7547169811320755,6,0,0,0,0.7602040816326531,19,1111111111111111111
0.8270038784744668,0.8301886792452831,8,0,0,0,0.8316326530612245,19,1111111111111111111
0.8519007603041217,0.8490566037735849,5,0,0,0,0.8469387755102041,19,1111111111111111111
0.8433749257278669,0.8490566037735849,8,0,0,0,0.8469387755102041,19,1111111111111111111
0.830501161328229,0.8301886792452831,6,0,0,0,0.8316326530612245,19,1111111111111111111
0.9209183673469389,0.9245283018867925,8,0,0,0,0.9260204081632654,19,1111111111111111111
0.8642418505863885,0.8679245283018868,8,0,0,0,0.8647959183673469,19,1111111111111111111
0.8461930226636108,0.8490566037735849,8,0,0,0,0.8443877551020408,19,1111111111111111111
0.8096459096459095,0.8113207547169812,7,0,1,0,0.8163265306122449,19,1111111111111111111
0.8652230122818357,0.8679245283018868,8,0,0,0,0.8673469387755102,19,1111111111111111111
0.7592041944983122,0.7547169811320755,6,0,0,0,0.7602040816326531,19,1111111111111111111
0.8270038784744668,0.8301886792452831,8,0,0,0,0.8316326530612245,19,1111111111111111111
